"Campus","Year","Faculty",
"4785","1992","0",
"4786","1978","0",
"4787","2011","0",
"4788","2018","0",
"4789","1983","172870545.784",
"4790","1972","8380.406",
"4791","1973","26",
"4792","1980","62894009.78359",
"4793","1977","0",
"4794","2017","6964825.236",
"4795","2019","8726.8",
"4796","2024","1183.5404",
"4797","1998","264.827",
"4798","2015","389.004708073",
"4799","1976","43221.6724219",
"4800","2008","45110193.075884",
"4801","1977","66762.2",
"4802","2008","0",
"4803","1983","12207.12553",
"4804","2016","69672435.0446",
"4805","1998","132282941",
"4806","2008","9313354.148024",
"4807","2021","50.945381713",
"4808","1995","8771",
"4809","2025","30.6268313",
"4810","1986","108553.4255",
"4811","1970","46",
"4812","1976","261.728",
"4813","1996","2346974.71",
"4814","2017","77140.9057",
"4815","1970","5941368",
"4816","1992","104090733.908",
"4817","1995","17.8",
"4818","1971","0",
"4819","2008","523666.4310869",
"4820","2006","44829540.3",
"4821","2013","88.28",
"4822","2005","0",
"4823","2022","0",
"4824","2022","418",
"4825","2013","4539765.6486617",
"4826","1980","54756.63",
"4827","1986","32.148",
"4828","2014","186096035.16",
"4829","1986","1.8208",
"4830","1986","3037.05941836",
"4831","1982","340945.29682371",
"4832","1985","2236.658",
"4833","1996","499308.789",
"4834","1993","65915.8009",
"4835","1994","4.795237",
"4836","2006","1047.5",
"4837","1985","76.13",
"4838","2014","275317.9413",
"4839","1994","0.442",
"4840","1993","54397.57",
"4841","1991","1.848533862",
"4842","2024","0",
"4843","2022","225748.868",
"4844","1985","0",
"4845","1995","107911319.3502",
"4846","1998","5206651.72",
"4847","2025","414156419.55239",
"4848","2003","1275438.5085",
"4849","1974","119645.67769119",
"4850","1984","20812721.617729",
"4851","2025","547.145257",
"4852","2014","5187834.8297",
"4853","1985","15.7",
"4854","2025","13380.102591505",
"4855","1976","1",
"4856","2009","856760.19",
"4857","2004","3396503.313",
"4858","1972","10207.16174406",
"4859","1974","101906",
"4860","1973","8.6854",
"4861","2000","291637810.3337",
"4862","1997","13458393.715036",
"4863","2007","37728.53",
"4864","1971","1299.527",
"4865","2015","265560826.3",
"4866","1984","0",
"4867","2022","820170.5",
"4868","1980","586493.6782",
"4869","1977","0",
"4870","1970","46",
"4871","1996","2207.5013",
"4872","1979","38.71",
"4873","2024","126464.14",
"4874","1989","6190825",
"4875","2006","205934.846074",
"4876","2013","151086.612",
"4877","2008","140874695.8842",
"4878","2009","1.696672515",
"4879","1985","669349.27027598",
"4880","1981","876.2681",
"4881","1970","1158937.8197659",
"4882","2012","0",
"4883","1992","44552253.162334",
"4884","2008","3181004.5997907",
"4885","1980","7",
"4886","2002","0",
"4887","1971","4.6188",
"4888","2003","3.8743786",
"4889","1995","0",
"4890","2003","2451.6891",
"4891","1989","3.4345",
"4892","1993","261.78768",
"4893","1988","1224686.6996842",
"4894","2001","320.358696927",
"4895","2018","0",
"4896","2019","33193560.501692",
"4897","2018","2.2388",
"4898","2009","22412.407010515",
"4899","2013","8.607",
"4900","2007","10690.372",
"4901","2019","60102.461",
"4902","1987","215.1702",
"4903","2017","1067.6248",
"4904","1984","2642.706379452",
"4905","1989","2538100.06",
"4906","1972","261",
"4907","2018","20965.858674",
"4908","2007","492077.007363",
"4909","1990","318",
"4910","2003","2395.39062561",
"4911","1997","49.1431",
"4912","1998","2.190956228",
"4913","2023","2357.4194734",
"4914","2013","445.30454",
"4915","2020","2265.84691",
"4916","1997","19856486.611678",
"4917","2025","0.22259",
"4918","1985","0",
"4919","1998","101588285.40198",
"4920","2006","0",
"4921","2022","5828.0966775",
"4922","2024","3199677.417",
"4923","1979","468248.686",
"4924","1998","1.2178",
"4925","2004","583648293.042",
"4926","2000","21094165.134806",
"4927","1996","485610.61765137",
"4928","1992","0",
"4929","2015","75908072.06392",
"4930","1991","29812.31063",
"4931","1984","301053838.52627",
"4932","1970","0",
"4933","1984","545.5",
"4934","1992","328.726508",
"4935","2023","361609955.45792",
"4936","2004","1",
"4937","2015","2384568.806598",
"4938","1991","5202.49",
"4939","1980","775792",
"4940","1975","40578091.37",
"4941","2008","204.6607",
"4942","2025","19143.4709",
"4943","2007","173167.23758931",
"4944","2006","0.4",
"4945","1999","37253.16796",
"4946","1972","39.787",
"4947","2003","152.9806",
"4948","1983","7638.8714",
"4949","1976","238066136.7",
"4950","2023","234905.701194",
"4951","2005","10404654.39",
"4952","2004","14.5211",
"4953","2019","2667",
"4954","1986","6727.3887459",
"4955","2003","5035577.2012726",
"4956","2005","2.05543612",
"4957","2014","16.41261575",
"4958","2024","128134",
"4959","2012","0",
"4960","1972","4924711.89",
"4961","2012","46251.40137222",
"4962","1978","0.146277",
"4963","2019","6907.6",
"4964","1985","18254280",
"4965","2010","29.14",
"4966","2001","44108767.01888",
"4967","1979","169539723.187",
"4968","1981","2",
"4969","1987","63.9",
"4970","2001","13094.6",
"4971","2017","25789456.1",
"4972","2019","2163229.7685486",
"4973","2003","6606.09127271",
"4974","2026","1124516.1666634",
"4975","1972","2233169",
"4976","1973","5674877.452945",
"4977","1982","28524173.574585",
"4978","1976","2419.7174888",
"4979","2012","53779.3681662",
"4980","1988","6940783.9387964",
"4981","1971","5921.04645",
"4982","2021","0",
"4983","2016","32174115.420803",
"4984","1990","59.2870479",
"4985","2016","194",
"4986","2020","0",
"4987","1979","1.608912439",
"4988","1981","13081033.584",
"4989","2012","65254.243393519",
"4990","1994","724955",
"4991","1996","0",
"4992","2016","308697.9781247",
"4993","2002","572",
"4994","1983","16671363.4437",
"4995","2023","33048.73",
"4996","1972","2.7",
"4997","2010","2446060.6",
"4998","1980","7786678",
"4999","2016","267666250.28",
"5000","1997","27185989.237305",
"5001","2008","28671.4",
"5002","2018","39072117.536204",
"5003","2000","0",
"5004","1992","13137659.394645",
"5005","2009","729232460.869",
"5006","2014","4533611.4158807",
"5007","2006","4536.833010328",
"5008","2024","14316.82",
"5009","2024","54856485.765999",
"5010","1973","27.3704993",
"5011","1992","4406397.657893",
"5012","1997","78.831877",
"5013","1992","8537284.7",
"5014","2020","4871525.5006927",
"5015","1990","1.76897706",
"5016","2022","5627308.9057588",
"5017","2019","1624539.7141915",
"5018","2011","1.29397",
"5019","1981","140.2694276",
"5020","1983","392695.685",
"5021","1986","359",
"5022","1995","0",
"5023","2000","2828.99808254",
"5024","2000","7.81141",
"5025","2014","61487.48145",
"5026","2026","0",
"5027","2013","17.4678594",
"5028","1985","34626.9",
"5029","1996","412909.4",
"5030","1972","1028",
"5031","1991","0.0032",
"5032","2003","0",
"5033","1996","1021.4578",
"5034","1990","2611.8",
"5035","2014","6234117.599",
"5036","2017","144",
"5037","2020","577145.985",
"5038","2007","2.443909",
"5039","1997","28193560.048",
"5040","1997","2.1163565",
"5041","2013","0",
"5042","1981","1.28072",
"5043","1993","1319571.9069268",
"5044","2021","81702937.477269",
"5045","2000","958.254",
"5046","1981","0",
"5047","2009","3415.864393",
"5048","1977","5.1",
"5049","1993","1509.53347",
"5050","1999","0",
"5051","1982","0",
"5052","1996","384133.31982",
"5053","1988","2793.157368",
"5054","1995","411964583.86272",
"5055","2001","224835842.326",
"5056","2025","406316.521",
"5057","2003","368.157981418",
"5058","2018","0",
"5059","1983","20990",
"5060","1970","245701511.3132",
"5061","2013","0",
"5062","1982","51119.03889465",
"5063","1984","43677.3919912",
"5064","1976","46225",
"5065","1990","0.259",
"5066","2010","0",
"5067","1992","0",
"5068","2007","1519",
"5069","1992","156757.035",
"5070","1971","410400414.84",
"5071","1999","0",
"5072","1973","526626.1509832",
"5073","1996","2555776.8777564",
"5074","2020","433498.0198283",
"5075","1971","3.47795468",
"5076","2017","3",
"5077","2008","2513334",
"5078","1984","246.8",
"5079","1991","19.8",
"5080","2023","25297441.520872",
"5081","1991","568065.1",
"5082","2013","0",
"5083","2011","81.58417",
"5084","2016","0",
"5085","1991","0",
"5086","1973","0",
"5087","1990","206.203",
"5088","1984","1295484.39509",
"5089","1972","8132427.7236",
"5090","2015","9.2642309",
"5091","2022","26047597.95778",
"5092","2023","0.6236297",
"5093","2002","2505187.455019",
"5094","1978","371832.57379847",
"5095","2024","0",
"5096","1989","2679948.5243169",
"5097","1989","219028.3979",
"5098","1982","1080.563",
"5099","1990","14",
"5100","2004","0",
"5101","1972","26",
"5102","1977","8442.605434317",
"5103","1994","0",
"5104","1978","52853.1437",
"5105","1991","2325410.9783726",
"5106","1977","3.19538",
"5107","2000","734",
"5108","1992","78343990.103606",
"5109","1996","941.12610125",
"5110","2006","330396.9",
"5111","1982","1863820.325999",
"5112","1991","768.3229",
"5113","1984","538355",
"5114","1992","6689148.628",
"5115","2003","192.5455",
"5116","2001","110684286.74404",
"5117","2012","44553370.414706",
"5118","2008","917420.736466",
"5119","1973","135594.43193716",
"5120","1999","29194.444",
"5121","1988","1.10614",
"5122","2016","207138.655345",
"5123","1991","182.83",
"5124","1975","0",
"5125","2014","251110405.64955",
"5126","1999","19080524.37169",
"5127","2004","17.16",
"5128","1980","46063.90841407",
"5129","2007","1188.9489",
"5130","1996","4.06",
"5131","2020","0.9018371",
"5132","1984","0.6",
"5133","1981","12899158.235887",
"5134","2003","209458704.00765",
"5135","1986","262666993.79",
"5136","1993","3536826.984",
"5137","1982","1.874",
"5138","1987","18758.915725767",
"5139","2011","28.418",
"5140","1990","1493.03",
"5141","2011","406161.57822131",
"5142","2011","1.588615332",
"5143","1995","0.1652805",
"5144","1988","0.931149",
"5145","1979","2.352449221",
"5146","1990","13.67315658",
"5147","2021","4591.361",
"5148","1989","2528062.983",
"5149","1998","0",
"5150","2021","20.84531",
"5151","2005","27379538.6119",
"5152","1983","7130231.6899839",
"5153","1985","74.3221",
"5154","1986","341286.84016905",
"5155","1973","8148.484789",
"5156","1994","0",
"5157","2002","9944.35676",
"5158","2016","2.1",
"5159","2012","2.30748",
"5160","1988","4078.951603983",
"5161","2008","350.38151987",
"5162","2010","277.5",
"5163","1987","234170734.1423",
"5164","1970","0",
"5165","1986","7",
"5166","2024","19951.937937",
"5167","1972","7136.7174",
"5168","1971","69",
"5169","1997","31.4563157",
"5170","1979","8400294.4611841",
"5171","2006","19336.7348209",
"5172","1981","0",
"5173","1986","8797717.9425718",
"5174","1974","0",
"5175","2020","2.809893891",
"5176","1979","80266",
"5177","1974","52396.4",
"5178","2013","1.393",
"5179","1974","5.239",
"5180","1999","7427.520602151",
"5181","2025","347.74",
"5182","2001","57287.6777796",
"5183","2000","35.3085488",
"5184","1998","2.229",
"5185","2010","4199124.221",
"5186","1972","0",
"5187","1981","1148.114",
"5188","1979","4.32803257",
"5189","1995","1.145",
"5190","2004","78790414.098",
"5191","1973","7884742",
"5192","1986","187107",
"5193","2003","308.1846777",
"5194","1999","211429051.90724",
"5195","2006","2537482.6623517",
"5196","2003","25.2",
"5197","1982","0",
"5198","2020","1.579119175",
"5199","2013","131377.862",
"5200","1981","75895.34824854",
"5201","2012","7.76185",
"5202","2011","252415172.523",
"5203","1994","0",
"5204","2010","71935313.479563",
"5205","1996","2.318828",
"5206","1974","0",
"5207","1992","4476442.085",
"5208","1978","47",
"5209","2016","0.78",
"5210","1985","2",
"5211","1980","19092941.864623",
"5212","2014","4.4",
"5213","1971","468.843",
"5214","1996","108920124.078",
"5215","1982","526426.7727",
"5216","1979","3.98978",
"5217","2000","1.686",
"5218","1981","178.1722",
"5219","2020","446610.1244027",
"5220","1996","673733699.19412",
"5221","1972","1",
"5222","1988","0",
"5223","1983","0.0267",
"5224","2018","3446.01526",
"5225","2011","130.9",
"5226","2002","222700.7823",
"5227","1985","566901515.1953",
"5228","1973","372.84986",
"5229","1977","3043649.06",
"5230","1987","153340987",
"5231","1970","73416.02443145",
"5232","1975","0",
"5233","2004","1457.910457",
"5234","1998","562.3143",
"5235","1972","51",
"5236","1997","15504825.384218",
"5237","2019","20820.44789944",
"5238","2001","54",
"5239","2007","4.6",
"5240","2014","8647",
"5241","2012","5698112",
"5242","2011","30994501.9622",
"5243","1983","54095925.5678",
"5244","2002","134766020.96",
"5245","2020","114918137.29196",
"5246","2013","6.25614",
"5247","2017","3.7106",
"5248","1995","2045.2067",
"5249","1970","18847.44282",
"5250","1996","147822.8268545",
"5251","2013","61.2303",
"5252","1985","4.7",
"5253","1982","131408.86",
"5254","1986","1015618.9",
"5255","1983","22181108.54",
"5256","1991","1076976.404933",
"5257","1993","3720.409417327",
"5258","1971","4863678.76049",
"5259","2014","3775392.696267",
"5260","1991","2565449.0079902",
"5261","1983","381181.99",
"5262","2011","39.4665",
"5263","2000","288836",
"5264","2017","5443.2748833",
"5265","1994","242709.5055",
"5266","1997","0",
"5267","2025","44",
"5268","1985","486.73",
"5269","2011","0",
"5270","2005","37762123.510516",
"5271","1991","13.5722744",
"5272","1972","484926550",
"5273","1997","35690891.97995",
"5274","2003","1975881.308056",
"5275","1999","28298.787871673",
"5276","1984","527662.8",
"5277","1997","3522.5",
"5278","1977","3.00486",
"5279","1990","0",
"5280","1983","8095.322349",
"5281","2023","6057011.5062287",
"5282","2025","2.650859",
"5283","2013","338929.0595",
"5284","2003","0",
"5285","1995","480269962.30485",
"5286","2018","25970.6289119",
"5287","1974","210.7661",
"5288","2023","614234.606",
"5289","2021","16867357.725088",
"5290","1994","6076374.8583755",
"5291","1983","0",
"5292","1989","0",
"5293","2011","78351.7",
"5294","2015","0",
"5295","2000","0",
"5296","1975","264088911.782",
"5297","1976","657352360.5267",
"5298","1973","144161.3067747",
"5299","2015","29.281209332",
"5300","1992","69.187788736",
"5301","1972","8.4711308",
"5302","2000","28492.553",
"5303","2011","1932336.95",
"5304","1997","151671.180095",
"5305","1978","242706.75665851",
"5306","2008","59796067.66547",
"5307","1972","12",
"5308","2014","46165.055293574",
"5309","1978","593.925451",
"5310","1979","56261.11166",
"5311","2012","25",
"5312","2000","10522",
"5313","2010","1405.29565313",
"5314","1972","0",
"5315","1986","1992.61",
"5316","2004","8",
"5317","2020","2142389.016",
"5318","2011","3253.8",
"5319","2021","11537.51",
"5320","1973","295.72",
"5321","1978","29996.252",
"5322","2008","65374295.450615",
"5323","1992","27.56",
"5324","1980","401.12",
"5325","2017","229199.1485",
"5326","2024","20073231.2639",
"5327","1979","27103009",
"5328","1972","42791.92460656",
"5329","1997","1187526.1557",
"5330","2018","19.632",
"5331","2011","42548762.094546",
"5332","2004","105336.9044644",
"5333","2006","5808988.088056",
"5334","1983","283884.843034",
"5335","1980","392191.46",
"5336","2000","8.1829",
"5337","2018","133.21399",
"5338","1977","2301.795744",
"5339","2018","6148.089501312",
"5340","2021","27407.18",
"5341","1976","4895.77822",
"5342","2014","0",
"5343","1984","7635108.1356136",
"5344","1972","4.366",
"5345","2010","1010.2",
"5346","1971","14.803336721",
"5347","1987","6.622",
"5348","1986","0.1922",
"5349","1996","573392541.42369",
"5350","2025","2610.004",
"5351","1982","5380",
"5352","1971","373.97137633",
"5353","1971","27238.384",
"5354","2025","308008.14",
"5355","1994","56366.195847",
"5356","2015","15369155.460972",
"5357","2010","2800.312",
"5358","2008","8.586833",
"5359","1988","14.3",
"5360","1980","16.61",
"5361","1979","2615.52631",
"5362","2019","8271688.04082",
"5363","1971","42159755.317381",
"5364","1990","1.69",
"5365","1999","6873778.3",
"5366","2001","4031.514802",
"5367","2008","3.791324118",
"5368","2012","0",
"5369","1979","12813.3420932",
"5370","2002","1.29023",
"5371","1989","44.34",
"5372","1994","0",
"5373","1982","0",
"5374","2000","2.32025022",
"5375","1986","32543.26877979",
"5376","1972","1",
"5377","2014","134037.88325",
"5378","1986","8.73456176",
"5379","2012","178.254",
"5380","2024","1.449239071",
"5381","2023","1.397803",
"5382","2005","3081637.863",
"5383","2009","242.1",
"5384","2021","9312071.8248",
"5385","1995","22.26332325",
"5386","2025","5392351.426055",
"5387","1982","88130406.658801",
"5388","1985","5280.6471",
"5389","1986","649437.16932748",
"5390","2013","390.733",
"5391","1979","174583.9451",
"5392","1989","7917.81579284",
"5393","2023","869.7",
"5394","1977","92920",
"5395","1995","197637.34827908",
"5396","1972","49405751.996194",
"5397","1982","4.17362466",
"5398","1983","88445055.337879",
"5399","2008","1904354.1659",
"5400","1995","4842174.36051",
"5401","1976","2374.72202662",
"5402","2003","5.33",
"5403","2012","2292",
"5404","2005","4.747",
"5405","1972","3920.9570589",
"5406","1988","767158.955",
"5407","2024","694.202728912",
"5408","1986","0",
"5409","1977","282.317",
"5410","2016","646461.10266486",
"5411","2012","56037312.88",
"5412","2010","0",
"5413","1990","23328203.189037",
"5414","2019","1220429.66",
"5415","2012","282696.8957",
"5416","2011","0",
"5417","2018","0",
"5418","1983","40832943.378824",
"5419","2004","4.92",
"5420","2019","166.990843627",
"5421","2012","278.3",
"5422","1981","0",
"5423","2018","2702633.6067548",
"5424","1971","0.123775153",
"5425","2007","12.7732356",
"5426","2006","73267171.944",
"5427","2019","1755.370574",
"5428","1993","0.329805955",
"5429","1995","0.464069869",
"5430","1991","11931397",
"5431","2012","222.91853162",
"5432","1973","12.7495",
"5433","1973","335843.2167",
"5434","2017","403239.66695677",
"5435","2008","54010.120989",
"5436","1999","26896.80935",
"5437","1980","16159.2421023",
"5438","1989","652782082.30196",
"5439","2004","0",
"5440","1978","0",
"5441","1988","0",
"5442","1993","245946.9",
"5443","1999","936.32614436",
"5444","1994","319.627",
"5445","1998","50462156",
"5446","1978","402534982.1848",
"5447","2003","113567897.0229",
"5448","1987","1054.6685059",
"5449","1991","410896475.85889",
"5450","2012","41.5992987",
"5451","1991","878488.5378225",
"5452","2019","1.6593",
"5453","2011","229.060032628",
"5454","2022","0",
"5455","2016","318412335.36954",
"5456","2013","0",
"5457","2014","61375.191630085",
"5458","2004","173181683.52958",
"5459","1998","403466819",
"5460","1976","426005262.92075",
"5461","2017","5694.725",
"5462","1977","0",
"5463","1981","241.97049",
"5464","1987","28.827",
"5465","2012","2.722",
"5466","2000","240.5",
"5467","2014","85933344.71701",
"5468","1994","28540292.375373",
"5469","2023","556.498952",
"5470","2023","4950.932243",
"5471","1985","366.1989",
"5472","1975","26",
"5473","1979","0",
"5474","1999","171261659.1",
"5475","2024","0.72",
"5476","1999","3090.88512235",
"5477","2017","7075.7",
"5478","2005","27385530.675696",
"5479","2017","2",
"5480","2022","6642259.40608",
"5481","1981","13457.39997",
"5482","2005","0.781241826",
"5483","1972","62.78",
"5484","2009","759.57",
"5485","2025","2.39",
"5486","2003","2801.888",
"5487","1982","27.93030061",
"5488","1988","2.387632519",
"5489","2025","0",
"5490","2021","23658055",
"5491","1995","436221645.69012",
"5492","2023","0.024",
"5493","1990","723",
"5494","1998","59376981.920863",
"5495","1981","441.8",
"5496","2023","2195",
"5497","1984","39390220",
"5498","1995","1727.870162811",
"5499","1977","168695214.51",
"5500","2008","25058",
"5501","1988","44543904.952664",
"5502","2010","441265.421",
"5503","1979","10.97495",
"5504","2023","574212.582789",
"5505","2019","36.63",
"5506","2011","337.7368",
"5507","2011","38.849552959",
"5508","1981","20.012901054",
"5509","1982","610",
"5510","1982","2895448",
"5511","1991","347175",
"5512","2025","10844.04014039",
"5513","1987","20358",
"5514","2015","689.780950283",
"5515","2024","0.33",
"5516","1994","27.10562",
"5517","1981","1002.8",
"5518","2021","49927.10079415",
"5519","2019","447881047.20245",
"5520","2002","519822165.28",
"5521","1980","0",
"5522","1979","13.53",
"5523","2018","88850.3209",
"5524","2004","14.748456159",
"5525","1994","1897287.5122566",
"5526","2010","7.74",
"5527","1998","0",
"5528","1987","3520.8",
"5529","2002","38971.3",
"5530","2024","3479.4",
"5531","2003","39641.39076999",
"5532","2015","338005.75070323",
"5533","1976","52742.316072894",
"5534","2007","334122396",
"5535","1994","0.3912",
"5536","2016","2301.56491333",
"5537","2004","486720362.7",
"5538","2014","90643.354896",
"5539","1975","30411854.44",
"5540","1992","294.63",
"5541","2004","771487640.15538",
"5542","1972","75.7",
"5543","1977","3.7",
"5544","1995","12632.086674599",
"5545","1977","178.94213164",
"5546","1997","27",
"5547","1975","247",
"5548","2009","3464908.58376",
"5549","1981","41640161.6",
"5550","1981","175",
"5551","1980","5.469",
"5552","2004","279.250058",
"5553","1985","180.7006784",
"5554","1991","0",
"5555","2001","750416.46549395",
"5556","1990","94386.9",
"5557","2024","0",
"5558","1985","7044411.3",
"5559","1994","17356432.301",
"5560","1971","15082764.4825",
"5561","2024","5521.2233",
"5562","1987","16.63",
"5563","1984","19.02926265",
"5564","2016","0",
"5565","2009","75.6551892",
"5566","2017","10814.8",
"5567","2018","9179.83368191",
"5568","1987","533097.0633",
"5569","2022","1579519.578862",
"5570","2011","0",
"5571","2008","0",
"5572","1972","206101184.14",
"5573","1972","4899893.565118",
"5574","1994","65.933875042",
"5575","1995","1135.052162345",
"5576","2018","36033.00453952",
"5577","1989","74391633",
"5578","1988","8967.943",
"5579","2008","51335116.89",
"5580","2021","227048.085",
"5581","1977","513132552.6659",
"5582","2009","869.45772176",
"5583","1992","1253876.4",
"5584","1995","3142736.93",
"5585","1984","0",
"5586","2012","8813.571",
"5587","1994","121.477",
"5588","1981","1.629823",
"5589","1975","64715153.966361",
"5590","1995","0",
"5591","1977","4.78214",
"5592","1992","638468.14224",
"5593","2007","3182302",
"5594","1983","1.468832",
"5595","2023","3758855.1930018",
"5596","1983","0",
"5597","1991","9.90772474",
"5598","1973","4861902.4719515",
"5599","1977","48722",
"5600","1990","2.27569",
"5601","1982","823388.83164087",
"5602","1983","4.755095",
"5603","2008","19154703.376511",
"5604","1983","3195774.9024211",
"5605","2013","291295.5976288",
"5606","1997","638190.96017161",
"5607","2006","414511.9037094",
"5608","1971","2.70135",
"5609","1971","6776956.3",
"5610","1984","211.518",
"5611","1975","0",
"5612","1989","42632727.55381",
"5613","2003","819752049.40259",
"5614","1997","2301461.96",
"5615","1986","23396832.378945",
"5616","2006","1.02491654",
"5617","2004","745630405.35",
"5618","2010","897543",
"5619","1987","377529028",
"5620","2016","18837913.663119",
"5621","1973","0.081692",
"5622","1981","1621.457",
"5623","2025","12041281.078",
"5624","2009","457497013.767",
"5625","1984","0",
"5626","2020","6946",
"5627","1997","200.9363",
"5628","2024","2542564.536166",
"5629","2013","13724647.278184",
"5630","1977","118528012.1",
"5631","1975","1.9",
"5632","1985","5.36",
"5633","1977","2069.178512",
"5634","1985","287800611.69",
"5635","1985","40125.7",
"5636","1978","73612760.63157",
"5637","2001","1386988",
"5638","1988","355888.320678",
"5639","2000","2927.92",
"5640","1975","0",
"5641","2022","576990474.23611",
"5642","2011","784.4",
"5643","1988","182906242.48729",
"5644","2007","141.531512277",
"5645","2011","579667031.98449",
"5646","2005","0",
"5647","1980","23681.393199737",
"5648","2009","2807141.349688",
"5649","2025","3167242.7659674",
"5650","2019","63588.1189357",
"5651","2010","24798.83284",
"5652","2016","366.1",
"5653","2014","257.20032959",
"5654","2002","422270.94958992",
"5655","1986","2340861.53",
"5656","2018","2800.375305",
"5657","2014","649.07585701",
"5658","2025","0",
"5659","2002","453.840999251",
"5660","1982","8440519.599342",
"5661","1972","5126.397936",
"5662","1996","21079557",
"5663","1999","4266380.6",
"5664","2022","20840.31720528",
"5665","2013","2101.307747793",
"5666","2015","0",
"5667","1974","219208.3",
"5668","1972","55342.7862",
"5669","1992","6120.730501257",
"5670","1992","71759614.803214",
"5671","2002","15904834.8",
"5672","2023","25418.603254",
"5673","1990","762989.78440322",
"5674","2005","1631693.154465",
"5675","2020","56011.76",
"5676","1983","101288282.62",
"5677","1991","21199527.022",
"5678","2013","41779",
"5679","1995","0",
"5680","1985","478.5739129",
"5681","2004","40468.96712",
"5682","2023","4.858",
"5683","1976","32.42306327",
"5684","2017","1854832.58306",
"5685","2014","45229110.714",
"5686","2025","99631578.62811",
"5687","1976","310771.0179397",
"5688","1987","2134122.3",
"5689","2003","33116.1642",
"5690","2004","246.3250357",
"5691","2007","0",
"5692","2009","0",
"5693","2018","0",
"5694","2016","4546.1049719",
"5695","2002","0.81",
"5696","1976","2",
"5697","1995","5814071",
"5698","1990","0",
"5699","2013","0",
"5700","1997","71921.14143516",
"5701","1974","432988.98598283",
"5702","2019","3204166.2955402",
"5703","1988","306840.29757216",
"5704","2007","141364086.346",
"5705","2019","28633574.91",
"5706","2020","6638703.21",
"5707","2008","2654053.033347",
"5708","1982","2.5946778",
"5709","1995","63033",
"5710","1972","47.348",
"5711","1986","0.18",
"5712","2006","0",
"5713","2008","54.6",
"5714","2011","62677",
"5715","2006","1800087.8101501",
"5716","2021","234370797.91558",
"5717","1984","14271046",
"5718","2009","27623.377748",
"5719","1982","18.056235",
"5720","1992","13776623.4423",
"5721","1985","1.9",
"5722","2020","48309.9",
"5723","1993","140665533.3",
"5724","1995","216327697.16",
"5725","1980","258225",
"5726","1972","4663154.79",
"5727","2016","253578.0248",
"5728","1990","532813.82896",
"5729","2023","0",
"5730","2017","5928.320994167",
"5731","1991","273421.6800667",
"5732","2017","770359.1",
"5733","1990","4382.752789",
"5734","1985","76",
"5735","2005","16979",
"5736","1975","547.612086044",
"5737","1993","20.7306463",
"5738","2008","21388.1039",
"5739","1986","35.786370143",
"5740","2023","26340216",
"5741","2006","86968791",
"5742","2023","7488",
"5743","1996","0",
"5744","1975","5232.941497",
"5745","1981","0.7498475",
"5746","1978","143077.4244",
"5747","2003","0.4",
"5748","2016","43.92",
"5749","2019","19.0018",
"5750","1998","104797712.22194",
"5751","1999","0.796431",
"5752","1978","17118187.04",
"5753","1989","2",
"5754","1971","27667629.47847",
"5755","2024","2295770.8163675",
"5756","2020","34720123.98",
"5757","1986","0.64038",
"5758","1987","5.459911",
"5759","2017","2373782.83841",
"5760","1995","145.9567",
"5761","1989","78379.042543",
"5762","1980","0",
"5763","1998","1022464",
"5764","1996","187",
"5765","1978","23758.329152",
"5766","2022","1.0703922",
"5767","2024","0",
"5768","1994","0",
"5769","1972","1050984.2",
"5770","1977","3689.317228694",
"5771","1988","57",
"5772","1979","458.7",
"5773","2007","75614.8097728",
"5774","2024","283.51453",
"5775","1978","51767.255367",
"5776","1982","351.849",
"5777","2004","74940.24",
"5778","2022","1563.55240901",
"5779","1990","64858.4131807",
"5780","2018","0",
"5781","2023","1220645.417",
"5782","1980","0",
"5783","2018","198354380.14391",
"5784","1995","455714555.261",
"5785","2008","8984401.6208936",
"5786","1994","293600666.99976",
"5787","1998","59074093.06",
"5788","1997","130625684",
"5789","2011","0",
"5790","2016","80",
"5791","1983","9608",
"5792","2016","3855041.91",
"5793","1985","306008567.14573",
"5794","2014","474207290.05234",
"5795","2009","188.495072",
"5796","1974","13.090444",
"5797","1988","0.425281",
"5798","2013","140.3",
"5799","1980","2",
"5800","2012","11343.24337056",
"5801","1994","238627003.4",
"5802","1982","623.279",
"5803","1977","552424.9501703",
"5804","1984","587717.04569",
"5805","2006","0.0920008",
"5806","2009","1.89",
"5807","2024","7266.98133955",
"5808","2006","140054.84971",
"5809","1990","4064673.7808",
"5810","1974","141774232.71761",
"5811","2004","7059.01773",
"5812","2004","5551.8976",
"5813","1987","342114952",
"5814","1978","9231.44122426",
"5815","2008","25201.31682",
"5816","1999","247044",
"5817","1980","0",
"5818","1996","304.5058",
"5819","1984","225267.3",
"5820","2010","105.81",
"5821","2008","5.6503154",
"5822","2005","1546.89717619",
"5823","2012","55889830.035951",
"5824","2016","629.246609",
"5825","1979","0.80629",
"5826","1973","4852.99083955",
"5827","2012","666290073.6963",
"5828","1993","157.521250634",
"5829","1988","194.0856264",
"5830","2013","119599.82",
"5831","2022","119036.3904",
"5832","2020","559580.7862961",
"5833","1986","14215579.3",
"5834","1999","70300525.8843",
"5835","1995","1.619",
"5836","2025","71192.5899013",
"5837","1974","421807412.98",
"5838","1971","10693.2103",
"5839","1998","24111200.43",
"5840","2002","7137.85184",
"5841","1987","268683.71",
"5842","2022","30318",
"5843","2008","11.91107144",
"5844","1997","25194911.991",
