"Year","Campus","Degrees",
"1997","6685","5",
"1997","6689","2",
"1997","6765","9",
"1997","6783","0",
"1997","6788","8",
"1997","6893","2",
"1997","6898","9",
"1997","7065","9",
"1997","7077","0",
"1997","7182","9",
"1997","7251","5",
"1997","7321","6",
"1997","7360","4",
"1997","7418","2",
"1997","7735","0",
"1997","7749","4",
"1997","7824","2",
"1997","8015","3",
"1997","8145","2",
"1997","8182","5",
"1997","8240","7",
"1997","8329","6",
"1997","8352","6",
"1997","8364","4",
"1997","8404","0",
"1997","8435","4",
"1997","8454","7",
"1997","8455","6",
"1997","8795","5",
"1997","8797","5",
"1997","8813","5",
"1997","8822","2",
"1997","8856","1",
"1997","8928","3",
"1997","8954","1",
"1997","9073","2",
"1997","9120","6",
"1997","9145","6",
"1997","9391","1",
"1997","9398","9",
"1997","9426","9",
"1997","9465","4",
"1997","9496","9",
"1997","9649","7",
"1997","9719","4",
"1997","9736","7",
"1997","9755","3",
"1997","9888","4",
"1997","9955","7",
"1997","9966","1",
"1998","8","5",
"1998","44","6",
"1998","67","5",
"1998","104","4",
"1998","141","7",
"1998","396","1",
"1998","476","0",
"1998","487","2",
"1998","499","4",
"1998","509","3",
"1998","648","2",
"1998","751","2",
"1998","753","8",
"1998","984","7",
"1998","1047","0",
"1998","1048","9",
"1998","1136","8",
"1998","1177","2",
"1998","1193","1",
"1998","1364","8",
"1998","1401","5",
"1998","1463","7",
"1998","1465","2",
"1998","1538","4",
"1998","1583","1",
"1998","1616","5",
"1998","1636","0",
"1998","1753","4",
"1998","1780","0",
"1998","1789","0",
"1998","1822","6",
"1998","1843","7",
"1998","1854","8",
"1998","1858","9",
"1998","1869","8",
"1998","1989","1",
"1998","2011","6",
"1998","2021","0",
"1998","2035","9",
"1998","2038","8",
"1998","2108","7",
"1998","2311","6",
"1998","2524","7",
"1998","2530","2",
"1998","2674","3",
"1998","2732","9",
"1998","2771","8",
"1998","2777","2",
"1998","2792","1",
"1998","2996","3",
"1998","3104","8",
"1998","3116","6",
"1998","3149","5",
"1998","3173","7",
"1998","3179","3",
"1998","3181","6",
"1998","3185","1",
"1998","3212","4",
"1998","3219","3",
"1998","3239","5",
"1998","3245","4",
"1998","3246","5",
"1998","3367","5",
"1998","3564","5",
"1998","3701","2",
"1998","3800","2",
"1998","3921","3",
"1998","4015","9",
"1998","4125","4",
"1998","4152","9",
"1998","4175","1",
"1998","4289","6",
"1998","4316","5",
"1998","4397","2",
"1998","4442","1",
"1998","4507","7",
"1998","4584","1",
"1998","4589","2",
"1998","4731","2",
"1998","4789","7",
"1998","4798","4",
"1998","4799","4",
"1998","4808","8",
"1998","4900","5",
"1998","4933","4",
"1998","4953","8",
"1998","5084","3",
"1998","5116","3",
"1998","5206","4",
"1998","5219","4",
"1998","5221","4",
"1998","5226","7",
"1998","5265","4",
"1998","5370","2",
"1998","5381","3",
"1998","5444","3",
"1998","5446","4",
"1998","5455","6",
"1998","5486","4",
"1998","5536","2",
"1998","5563","7",
"1998","5567","4",
"1998","5706","3",
"1998","5709","7",
"1998","5728","1",
"1998","5760","7",
"1998","5764","7",
"1998","5779","1",
"1998","5927","4",
"1998","5962","4",
"1998","6141","0",
"1998","6186","3",
"1998","6255","4",
"1998","6438","5",
"1998","6551","8",
"1998","6558","4",
"1998","6593","2",
"1998","6668","5",
"1998","6690","0",
"1998","6913","6",
"1998","6942","6",
"1998","6971","8",
"1998","7081","8",
"1998","7134","8",
"1998","7278","8",
"1998","7293","0",
"1998","7345","9",
"1998","7363","3",
"1998","7490","5",
"1998","7575","5",
"1998","7691","0",
"1998","7694","6",
"1998","7717","1",
"1998","7763","5",
"1998","7779","4",
"1998","7857","7",
"1998","7865","0",
"1998","7921","7",
"1998","7993","3",
"1998","8031","3",
"1998","8271","6",
"1998","8278","0",
"1998","8287","8",
"1998","8357","9",
"1998","8419","7",
"1998","8446","2",
"1998","8456","4",
"1998","8544","0",
"1998","8576","0",
"1998","8756","1",
"1998","8790","9",
"1998","8819","9",
"1998","8910","8",
"1998","8968","0",
"1998","8987","3",
"1998","9052","9",
"1998","9110","8",
"1998","9113","8",
"1998","9150","1",
"1998","9200","9",
"1998","9205","3",
"1998","9271","6",
"1998","9387","4",
"1998","9428","2",
"1998","9534","4",
"1998","9680","1",
"1998","9722","5",
"1998","9735","1",
"1998","9742","5",
"1998","9828","0",
"1998","9876","0",
"1998","9923","7",
"1998","9989","1",
"1999","23","8",
"1999","33","1",
"1999","241","5",
"1999","247","7",
"1999","249","6",
"1999","303","1",
"1999","402","6",
"1999","448","1",
"1999","505","8",
"1999","508","1",
"1999","670","1",
"1999","673","7",
"1999","708","9",
"1999","779","9",
"1999","789","2",
"1999","796","9",
"1999","909","2",
"1999","964","3",
"1999","973","3",
"1999","982","2",
"1999","986","1",
"1999","1020","3",
"1999","1098","7",
"1999","1146","8",
"1999","1169","1",
"1999","1216","5",
"1999","1290","4",
"1999","1554","7",
"1999","1576","8",
"1999","1782","5",
"1999","1842","3",
"1999","1944","3",
"1999","2074","1",
"1999","2114","2",
"1999","2127","0",
"1999","2178","1",
"1999","2204","7",
"1999","2342","9",
"1999","2370","7",
"1999","2394","8",
"1999","2437","4",
"1999","2444","9",
"1999","2457","0",
"1999","2491","9",
"1999","2507","5",
"1999","2552","4",
"1999","2742","7",
"1999","2878","0",
"1999","2882","7",
"1999","2913","1",
"1999","2917","9",
"1999","2933","7",
"1999","2976","7",
"1999","3010","3",
"1999","3153","9",
"1999","3307","5",
"1999","3473","5",
"1999","3492","9",
"1999","3520","3",
"1999","3560","4",
"1999","3577","5",
"1999","3633","9",
"1999","3661","4",
"1999","3755","6",
"1999","3786","6",
"1999","3894","3",
"1999","3909","6",
"1999","4024","3",
"1999","4061","1",
"1999","4161","6",
"1999","4189","6",
"1999","4211","9",
"1999","4245","1",
"1999","4249","3",
"1999","4321","8",
"1999","4388","4",
"1999","4438","7",
"1999","4443","6",
"1999","4471","3",
"1999","4487","3",
"1999","4515","1",
"1999","4583","1",
"1999","4598","9",
"1999","4615","7",
"1999","4621","2",
"1999","4630","0",
"1999","4661","1",
"1999","4685","2",
"1999","4737","0",
"1999","4764","2",
"1999","4771","8",
"1999","4862","5",
"1999","4998","8",
"1999","5022","4",
"1999","5050","6",
"1999","5057","3",
"1999","5107","3",
"1999","5139","7",
"1999","5179","7",
"1999","5266","5",
"1999","5283","2",
"1999","5473","2",
"1999","5524","3",
"1999","5546","7",
"1999","5559","1",
"1999","5604","9",
"1999","5610","8",
"1999","5618","3",
"1999","5682","3",
"1999","5749","2",
"1999","5813","0",
"1999","5816","5",
"1999","5848","1",
"1999","5888","5",
"1999","5922","1",
"1999","5928","2",
"1999","5942","7",
"1999","6029","9",
"1999","6049","4",
"1999","6054","5",
"1999","6065","4",
"1999","6128","6",
"1999","6146","5",
"1999","6247","6",
"1999","6342","7",
"1999","6356","1",
"1999","6397","8",
"1999","6442","1",
"1999","6495","6",
"1999","6508","2",
"1999","6529","9",
"1999","6583","3",
"1999","6750","4",
"1999","6752","1",
"1999","6797","8",
"1999","6829","5",
"1999","7002","6",
"1999","7082","5",
"1999","7095","4",
"1999","7132","7",
"1999","7142","5",
"1999","7299","3",
"1999","7352","4",
"1999","7407","5",
"1999","7493","4",
"1999","7544","8",
"1999","7545","3",
"1999","7776","1",
"1999","7891","7",
"1999","7923","7",
"1999","7930","4",
"1999","7950","7",
"1999","7989","9",
"1999","8013","9",
"1999","8036","1",
"1999","8104","6",
"1999","8128","0",
"1999","8132","1",
"1999","8146","1",
"1999","8218","1",
"1999","8291","4",
"1999","8321","5",
"1999","8376","9",
"1999","8502","0",
"1999","8582","1",
"1999","8654","5",
"1999","8661","4",
"1999","8680","4",
"1999","8726","6",
"1999","8767","0",
"1999","8850","4",
"1999","8864","0",
"1999","9016","1",
"1999","9034","2",
"1999","9039","0",
"1999","9053","7",
"1999","9058","2",
"1999","9086","0",
"1999","9135","6",
"1999","9211","9",
"1999","9220","9",
"1999","9275","7",
"1999","9277","5",
"1999","9319","3",
"1999","9328","5",
"1999","9596","2",
"1999","9639","1",
"1999","9643","2",
"1999","9712","8",
"1999","9731","8",
"1999","9750","1",
"1999","9908","8",
"1999","9953","0",
"1999","9968","4",
"1999","9993","3",
"2000","42","8",
"2000","50","2",
"2000","62","4",
"2000","111","1",
"2000","113","8",
"2000","166","5",
"2000","222","2",
"2000","296","8",
"2000","301","1",
"2000","420","2",
"2000","457","8",
"2000","495","5",
"2000","500","3",
"2000","571","6",
"2000","605","2",
"2000","657","7",
"2000","851","8",
"2000","855","0",
"2000","993","5",
"2000","1065","8",
"2000","1126","2",
"2000","1181","6",
"2000","1192","5",
"2000","1298","1",
"2000","1335","2",
"2000","1365","8",
"2000","1403","7",
"2000","1431","0",
"2000","1442","6",
"2000","1513","0",
"2000","1577","3",
"2000","1629","3",
"2000","1678","4",
"2000","1682","5",
"2000","1752","5",
"2000","1826","4",
"2000","1990","1",
"2000","1997","6",
"2000","2177","6",
"2000","2191","5",
"2000","2383","9",
"2000","2485","9",
"2000","2604","7",
"2000","2607","5",
"2000","2637","1",
"2000","2737","2",
"2000","2835","4",
"2000","2866","5",
"2000","2928","5",
"2000","2984","0",
"2000","3023","5",
"2000","3027","8",
"2000","3046","8",
"2000","3265","2",
"2000","3316","5",
"2000","3332","9",
"2000","3340","1",
"2000","3348","1",
"2000","3420","0",
"2000","3474","2",
"2000","3529","0",
"2000","3542","2",
"2000","3546","5",
"2000","3645","8",
"2000","3715","3",
"2000","3776","0",
"2000","3805","9",
"2000","3842","2",
"2000","3888","4",
"2000","4031","6",
"2000","4048","5",
"2000","4068","3",
"2000","4085","3",
"2000","4294","3",
"2000","4334","1",
"2000","4369","7",
"2000","4401","2",
"2000","4439","6",
"2000","4456","6",
"2000","4489","0",
"2000","4500","0",
"2000","4504","4",
"2000","4505","8",
"2000","4575","6",
"2000","4588","3",
"2000","4616","2",
"2000","4637","2",
"2000","4675","3",
"2000","4709","1",
"2000","4835","8",
"2000","4912","5",
"2000","4962","6",
"2000","5060","2",
"2000","5082","2",
"2000","5137","6",
"2000","5162","9",
"2000","5198","1",
"2000","5199","8",
"2000","5229","1",
"2000","5240","5",
"2000","5324","9",
"2000","5360","8",
"2000","5383","3",
"2000","5388","1",
"2000","5431","0",
"2000","5528","3",
"2000","5550","1",
"2000","5578","6",
"2000","5591","2",
"2000","5718","9",
"2000","5810","0",
"2000","5833","9",
"2000","5931","5",
"2000","5933","6",
"2000","6032","5",
"2000","6039","7",
"2000","6084","8",
"2000","6208","9",
"2000","6262","7",
"2000","6440","0",
"2000","6458","3",
"2000","6467","9",
"2000","6469","6",
"2000","6502","0",
"2000","6540","0",
"2000","6568","4",
"2000","6612","5",
"2000","6617","1",
"2000","6621","6",
"2000","6751","5",
"2000","6756","1",
"2000","6909","7",
"2000","6921","1",
"2000","6931","2",
"2000","6979","4",
"2000","7034","7",
"2000","7186","9",
"2000","7222","0",
"2000","7367","7",
"2000","7373","6",
"2000","7473","0",
"2000","7595","2",
"2000","7672","1",
"2000","7874","4",
"2000","7916","1",
"2000","7924","3",
"2000","7925","7",
"2000","7971","6",
"2000","8042","1",
"2000","8174","3",
"2000","8238","7",
"2000","8294","5",
"2000","8343","9",
"2000","8427","8",
"2000","8562","6",
"2000","8603","7",
"2000","8646","0",
"2000","8711","3",
"2000","8737","9",
"2000","8742","3",
"2000","8947","4",
"2000","9002","8",
"2000","9024","8",
"2000","9111","7",
"2000","9196","8",
"2000","9267","3",
"2000","9279","5",
"2000","9281","6",
"2000","9337","1",
"2000","9390","7",
"2000","9414","1",
"2000","9531","1",
"2000","9619","5",
"2000","9694","7",
"2000","9709","4",
"2000","9738","5",
"2000","9756","8",
"2000","9761","4",
"2000","9762","1",
"2000","9824","5",
"2000","9884","9",
"2000","9918","8",
"2000","9992","0",
"2001","14","9",
"2001","126","4",
"2001","201","2",
"2001","229","2",
"2001","316","4",
"2001","701","4",
"2001","1195","3",
"2001","1238","3",
"2001","1436","0",
"2001","1441","3",
"2001","1492","0",
"2001","1549","1",
"2001","1603","6",
"2001","1634","3",
"2001","1670","0",
"2001","1713","9",
"2001","2044","5",
"2001","2086","0",
"2001","2212","0",
"2001","2225","8",
"2001","2270","4",
"2001","2279","3",
"2001","2305","6",
"2001","2423","5",
"2001","2465","3",
"2001","2476","3",
"2001","2493","4",
"2001","2553","6",
"2001","2564","6",
"2001","2569","5",
"2001","2581","4",
"2001","2608","4",
"2001","2688","8",
"2001","2755","2",
"2001","2797","7",
"2001","2906","3",
"2001","2911","9",
"2001","3019","8",
"2001","3030","2",
"2001","3209","2",
"2001","3333","2",
"2001","3393","6",
"2001","3396","0",
"2001","3426","8",
"2001","3518","8",
"2001","3554","3",
"2001","3670","9",
"2001","3674","0",
"2001","3713","2",
"2001","3764","0",
"2001","3822","2",
"2001","3849","9",
"2001","3906","2",
"2001","4023","0",
"2001","4028","5",
"2001","4051","5",
"2001","4183","7",
"2001","4239","1",
"2001","4273","2",
"2001","4307","8",
"2001","4624","0",
"2001","4625","7",
"2001","4635","2",
"2001","4649","6",
"2001","4889","9",
"2001","4948","4",
"2001","4965","9",
"2001","5023","9",
"2001","5067","5",
"2001","5083","5",
"2001","5262","4",
"2001","5271","8",
"2001","5289","0",
"2001","5328","4",
"2001","5466","0",
"2001","5505","7",
"2001","5626","3",
"2001","5691","0",
"2001","5742","3",
"2001","5746","7",
"2001","5811","6",
"2001","5860","7",
"2001","5898","7",
"2001","6017","1",
"2001","6037","8",
"2001","6056","6",
"2001","6249","8",
"2001","6420","7",
"2001","6488","3",
"2001","6644","9",
"2001","6692","8",
"2001","6699","0",
"2001","6741","4",
"2001","6748","1",
"2001","6766","3",
"2001","6773","9",
"2001","6830","3",
"2001","6848","2",
"2001","6891","8",
"2001","6924","0",
"2001","7038","0",
"2001","7129","5",
"2001","7154","4",
"2001","7167","8",
"2001","7292","3",
"2001","7335","0",
"2001","7382","8",
"2001","7383","7",
"2001","7472","1",
"2001","7509","4",
"2001","7556","1",
"2001","7681","2",
"2001","7687","6",
"2001","7727","4",
"2001","7751","0",
"2001","7827","3",
"2001","7901","4",
"2001","7905","6",
"2001","7912","0",
"2001","7935","2",
"2001","7987","5",
"2001","8149","2",
"2001","8193","2",
"2001","8251","2",
"2001","8267","5",
"2001","8505","9",
"2001","8615","7",
"2001","8697","3",
"2001","8709","6",
"2001","8787","1",
"2001","8869","5",
"2001","8923","0",
"2001","8934","9",
"2001","8969","7",
"2001","9047","0",
"2001","9057","7",
"2001","9238","8",
"2001","9248","8",
"2001","9249","1",
"2001","9360","3",
"2001","9377","8",
"2001","9384","8",
"2001","9434","8",
"2001","9459","3",
"2001","9482","1",
"2001","9504","3",
"2001","9724","3",
"2001","9727","6",
"2001","9744","4",
"2001","9802","1",
"2001","9833","5",
"2001","9845","2",
"2001","9906","0",
"2001","9922","4",
"2001","9981","4",
"2001","9990","3",
"2002","45","1",
"2002","88","6",
"2002","116","7",
"2002","217","1",
"2002","275","2",
"2002","277","8",
"2002","397","5",
"2002","431","0",
"2002","603","5",
"2002","652","6",
"2002","687","9",
"2002","728","2",
"2002","741","0",
"2002","784","2",
"2002","786","7",
"2002","804","3",
"2002","816","5",
"2002","883","6",
"2002","910","0",
"2002","948","3",
"2002","949","7",
"2002","952","5",
"2002","955","4",
"2002","983","2",
"2002","989","9",
"2002","1038","6",
"2002","1082","3",
"2002","1143","2",
"2002","1274","2",
"2002","1292","0",
"2002","1329","0",
"2002","1479","1",
"2002","1482","6",
"2002","1580","3",
"2002","1660","9",
"2002","1805","6",
"2002","1811","3",
"2002","1817","3",
"2002","1873","3",
"2002","1906","3",
"2002","1946","9",
"2002","1950","4",
"2002","2125","7",
"2002","2172","9",
"2002","2192","2",
"2002","2242","8",
"2002","2275","8",
"2002","2324","8",
"2002","2395","8",
"2002","2436","4",
"2002","2438","8",
"2002","2612","0",
"2002","2713","9",
"2002","2785","7",
"2002","2841","8",
"2002","2886","1",
"2002","2899","2",
"2002","2991","5",
"2002","3009","5",
"2002","3048","3",
"2002","3127","8",
"2002","3243","4",
"2002","3323","6",
"2002","3450","3",
"2002","3508","2",
"2002","3548","0",
"2002","3580","7",
"2002","3760","1",
"2002","3768","1",
"2002","3784","5",
"2002","3907","0",
"2002","4126","0",
"2002","4139","7",
"2002","4171","2",
"2002","4232","6",
"2002","4264","8",
"2002","4407","3",
"2002","4454","1",
"2002","4478","9",
"2002","4632","3",
"2002","4639","9",
"2002","4647","2",
"2002","4653","2",
"2002","4679","5",
"2002","4690","8",
"2002","4914","1",
"2002","4942","4",
"2002","4943","5",
"2002","4968","9",
"2002","4995","1",
"2002","5049","1",
"2002","5056","1",
"2002","5322","5",
"2002","5333","6",
"2002","5356","9",
"2002","5429","5",
"2002","5577","0",
"2002","5698","0",
"2002","5753","0",
"2002","5825","8",
"2002","5828","6",
"2002","5864","9",
"2002","5963","0",
"2002","6020","2",
"2002","6144","7",
"2002","6194","7",
"2002","6293","4",
"2002","6294","2",
"2002","6311","0",
"2002","6378","4",
"2002","6523","6",
"2002","6541","5",
"2002","6697","4",
"2002","6735","9",
"2002","6819","9",
"2002","6832","6",
"2002","6875","4",
"2002","6897","9",
"2002","6964","6",
"2002","7064","2",
"2002","7069","3",
"2002","7180","4",
"2002","7187","8",
"2002","7238","8",
"2002","7246","8",
"2002","7340","4",
"2002","7422","5",
"2002","7466","1",
"2002","7515","1",
"2002","7588","9",
"2002","7624","0",
"2002","7630","8",
"2002","7902","4",
"2002","7974","4",
"2002","8173","2",
"2002","8239","8",
"2002","8241","6",
"2002","8359","8",
"2002","8428","9",
"2002","8552","7",
"2002","8583","5",
"2002","8619","3",
"2002","8624","3",
"2002","8836","3",
"2002","8847","4",
"2002","8853","4",
"2002","8902","7",
"2002","9050","2",
"2002","9084","4",
"2002","9157","8",
"2002","9194","3",
"2002","9268","1",
"2002","9346","3",
"2002","9386","4",
"2002","9399","5",
"2002","9491","9",
"2002","9526","6",
"2002","9552","8",
"2002","9557","1",
"2002","9604","4",
"2002","9710","2",
"2002","9747","6",
"2002","9770","5",
"2002","9841","3",
"2002","9851","7",
"2002","9896","1",
"2002","9941","3",
"2002","9979","6",
"2002","9986","1",
"2003","13","4",
"2003","20","7",
"2003","153","5",
"2003","183","2",
"2003","337","4",
"2003","435","2",
"2003","436","8",
"2003","503","1",
"2003","536","2",
"2003","610","6",
"2003","613","4",
"2003","665","6",
"2003","743","0",
"2003","749","6",
"2003","876","1",
"2003","1042","3",
"2003","1155","0",
"2003","1174","2",
"2003","1198","4",
"2003","1219","3",
"2003","1229","3",
"2003","1263","0",
"2003","1315","4",
"2003","1330","4",
"2003","1341","8",
"2003","1367","4",
"2003","1683","7",
"2003","1726","8",
"2003","1735","8",
"2003","1855","3",
"2003","1995","5",
"2003","2008","0",
"2003","2091","0",
"2003","2159","5",
"2003","2194","2",
"2003","2265","0",
"2003","2292","0",
"2003","2321","5",
"2003","2326","3",
"2003","2390","9",
"2003","2403","9",
"2003","2420","6",
"2003","2425","9",
"2003","2467","2",
"2003","2516","6",
"2003","2521","9",
"2003","2558","8",
"2003","2577","1",
"2003","2627","8",
"2003","2666","6",
"2003","2685","2",
"2003","2936","8",
"2003","2961","7",
"2003","2993","0",
"2003","3045","3",
"2003","3260","0",
"2003","3352","7",
"2003","3513","5",
"2003","3620","5",
"2003","3626","6",
"2003","3684","1",
"2003","3706","8",
"2003","3788","1",
"2003","3993","4",
"2003","4017","4",
"2003","4038","1",
"2003","4039","6",
"2003","4067","4",
"2003","4095","2",
"2003","4127","5",
"2003","4235","2",
"2003","4241","5",
"2003","4423","9",
"2003","4447","1",
"2003","4449","6",
"2003","4464","3",
"2003","4523","3",
"2003","4567","7",
"2003","4634","5",
"2003","4660","0",
"2003","4728","2",
"2003","4855","9",
"2003","4861","7",
"2003","4919","5",
"2003","4923","5",
"2003","5065","5",
"2003","5134","7",
"2003","5275","3",
"2003","5299","9",
"2003","5481","9",
"2003","5547","5",
"2003","5557","1",
"2003","5613","3",
"2003","5795","6",
"2003","5798","9",
"2003","5919","4",
"2003","5968","0",
"2003","5979","5",
"2003","5993","4",
"2003","6014","8",
"2003","6034","4",
"2003","6197","7",
"2003","6228","8",
"2003","6243","6",
"2003","6253","1",
"2003","6296","4",
"2003","6312","2",
"2003","6372","1",
"2003","6552","6",
"2003","6598","3",
"2003","6700","0",
"2003","6768","9",
"2003","6770","2",
"2003","6823","9",
"2003","6858","2",
"2003","6894","8",
"2003","6940","3",
"2003","6989","9",
"2003","7014","8",
"2003","7026","7",
"2003","7040","4",
"2003","7071","3",
"2003","7107","1",
"2003","7202","3",
"2003","7217","6",
"2003","7318","7",
"2003","7368","8",
"2003","7398","8",
"2003","7437","7",
"2003","7584","4",
"2003","7642","2",
"2003","7661","0",
"2003","7701","5",
"2003","7739","1",
"2003","7771","6",
"2003","7790","5",
"2003","7896","7",
"2003","7900","5",
"2003","7947","3",
"2003","7981","8",
"2003","8066","3",
"2003","8106","2",
"2003","8130","4",
"2003","8156","9",
"2003","8236","5",
"2003","8479","6",
"2003","8521","5",
"2003","8540","0",
"2003","8570","6",
"2003","8616","9",
"2003","8794","5",
"2003","8827","9",
"2003","8931","9",
"2003","8962","0",
"2003","8967","3",
"2003","8988","8",
"2003","9055","7",
"2003","9071","9",
"2003","9082","7",
"2003","9128","6",
"2003","9159","5",
"2003","9166","0",
"2003","9460","7",
"2003","9468","1",
"2003","9509","9",
"2003","9514","2",
"2003","9535","0",
"2003","9674","7",
"2003","9676","3",
"2003","9741","2",
"2003","9849","2",
"2003","9944","5",
"2003","9952","7",
"2004","78","4",
"2004","232","0",
"2004","272","8",
"2004","360","3",
"2004","387","2",
"2004","401","2",
"2004","595","7",
"2004","602","7",
"2004","646","4",
"2004","669","4",
"2004","697","2",
"2004","724","2",
"2004","791","0",
"2004","1049","3",
"2004","1109","4",
"2004","1121","6",
"2004","1123","4",
"2004","1197","9",
"2004","1209","2",
"2004","1306","6",
"2004","1313","5",
"2004","1325","6",
"2004","1339","6",
"2004","1368","4",
"2004","1384","5",
"2004","1400","6",
"2004","1407","7",
"2004","1460","4",
"2004","1514","5",
"2004","1581","5",
"2004","1591","0",
"2004","1614","2",
"2004","1638","0",
"2004","1727","0",
"2004","1742","0",
"2004","1807","3",
"2004","1893","2",
"2004","2000","0",
"2004","2023","6",
"2004","2055","9",
"2004","2158","1",
"2004","2184","6",
"2004","2244","0",
"2004","2334","8",
"2004","2412","5",
"2004","2496","6",
"2004","2560","5",
"2004","2636","4",
"2004","2679","0",
"2004","2764","4",
"2004","2885","0",
"2004","2889","2",
"2004","2966","8",
"2004","3043","0",
"2004","3131","6",
"2004","3207","1",
"2004","3296","5",
"2004","3407","5",
"2004","3430","8",
"2004","3540","0",
"2004","3590","4",
"2004","3649","1",
"2004","3653","8",
"2004","3665","4",
"2004","3739","3",
"2004","3803","6",
"2004","3813","3",
"2004","3817","0",
"2004","3819","0",
"2004","3844","9",
"2004","3847","4",
"2004","3854","1",
"2004","3871","0",
"2004","3956","2",
"2004","3965","8",
"2004","3972","4",
"2004","4049","5",
"2004","4096","8",
"2004","4193","6",
"2004","4217","9",
"2004","4330","8",
"2004","4383","2",
"2004","4395","1",
"2004","4578","6",
"2004","4796","3",
"2004","4813","9",
"2004","4846","5",
"2004","5108","1",
"2004","5110","4",
"2004","5175","2",
"2004","5180","6",
"2004","5225","4",
"2004","5233","7",
"2004","5276","5",
"2004","5411","9",
"2004","5413","4",
"2004","5425","4",
"2004","5445","4",
"2004","5493","0",
"2004","5511","2",
"2004","5541","9",
"2004","5598","4",
"2004","5621","1",
"2004","5628","5",
"2004","5658","4",
"2004","5690","2",
"2004","5695","7",
"2004","5697","4",
"2004","5768","9",
"2004","5784","0",
"2004","5805","1",
"2004","5855","3",
"2004","5976","4",
"2004","6011","6",
"2004","6060","3",
"2004","6167","1",
"2004","6222","7",
"2004","6297","9",
"2004","6325","9",
"2004","6344","1",
"2004","6353","8",
"2004","6370","3",
"2004","6374","0",
"2004","6380","8",
"2004","6391","4",
"2004","6417","6",
"2004","6473","4",
"2004","6610","2",
"2004","6611","6",
"2004","6813","9",
"2004","6868","0",
"2004","6895","8",
"2004","6962","4",
"2004","6963","0",
"2004","7062","1",
"2004","7125","9",
"2004","7196","4",
"2004","7302","7",
"2004","7332","4",
"2004","7362","7",
"2004","7371","6",
"2004","7413","7",
"2004","7505","1",
"2004","7527","6",
"2004","7539","7",
"2004","7651","4",
"2004","7663","6",
"2004","7666","6",
"2004","7684","0",
"2004","7774","6",
"2004","7884","8",
"2004","7945","1",
"2004","8143","9",
"2004","8167","3",
"2004","8195","6",
"2004","8196","0",
"2004","8402","9",
"2004","8412","7",
"2004","8429","7",
"2004","8488","5",
"2004","8572","4",
"2004","8652","8",
"2004","8674","3",
"2004","8700","1",
"2004","8729","0",
"2004","8761","6",
"2004","8811","8",
"2004","8863","4",
"2004","8890","6",
"2004","8960","2",
"2004","8974","4",
"2004","8994","0",
"2004","9063","8",
"2004","9163","8",
"2004","9179","0",
"2004","9204","3",
"2004","9256","7",
"2004","9280","4",
"2004","9315","4",
"2004","9492","2",
"2004","9515","6",
"2004","9523","2",
"2004","9573","8",
"2004","9589","1",
"2004","9609","4",
"2004","9620","8",
"2004","9637","5",
"2004","9686","9",
"2004","9767","9",
"2004","9785","6",
"2004","9975","6",
"2004","9995","8",
"2005","18","5",
"2005","73","0",
"2005","177","1",
"2005","196","8",
"2005","204","0",
"2005","326","2",
"2005","378","5",
"2005","430","4",
"2005","449","2",
"2005","456","1",
"2005","469","4",
"2005","479","0",
"2005","513","9",
"2005","526","5",
"2005","578","4",
"2005","583","9",
"2005","685","2",
"2005","782","2",
"2005","857","2",
"2005","858","9",
"2005","867","3",
"2005","927","6",
"2005","977","0",
"2005","1006","4",
"2005","1055","1",
"2005","1095","8",
"2005","1154","3",
"2005","1333","7",
"2005","1387","0",
"2005","1416","3",
"2005","1424","9",
"2005","1475","8",
"2005","1478","1",
"2005","1506","5",
"2005","1515","1",
"2005","1651","3",
"2005","1653","2",
"2005","1669","6",
"2005","1767","0",
"2005","1787","5",
"2005","1824","6",
"2005","1840","0",
"2005","1878","8",
"2005","1928","8",
"2005","2007","0",
"2005","2018","0",
"2005","2040","4",
"2005","2059","0",
"2005","2081","7",
"2005","2134","5",
"2005","2208","4",
"2005","2397","6",
"2005","2421","6",
"2005","2455","3",
"2005","2480","5",
"2005","2653","4",
"2005","2703","0",
"2005","2705","5",
"2005","2738","3",
"2005","2807","0",
"2005","2867","4",
"2005","2930","6",
"2005","2940","5",
"2005","2948","3",
"2005","3041","3",
"2005","3068","4",
"2005","3099","0",
"2005","3142","7",
"2005","3259","7",
"2005","3362","6",
"2005","3477","0",
"2005","3588","7",
"2005","3594","9",
"2005","3679","8",
"2005","3681","5",
"2005","3691","4",
"2005","3769","0",
"2005","3790","1",
"2005","3861","4",
"2005","3866","9",
"2005","3910","1",
"2005","3985","1",
"2005","4002","8",
"2005","4072","0",
"2005","4124","8",
"2005","4153","6",
"2005","4221","1",
"2005","4356","3",
"2005","4364","4",
"2005","4412","8",
"2005","4586","1",
"2005","4594","5",
"2005","4607","5",
"2005","4648","8",
"2005","4725","5",
"2005","4800","3",
"2005","4814","5",
"2005","4887","0",
"2005","4904","0",
"2005","5010","5",
"2005","5132","3",
"2005","5204","0",
"2005","5223","1",
"2005","5310","8",
"2005","5395","9",
"2005","5482","1",
"2005","5594","9",
"2005","5607","7",
"2005","5624","3",
"2005","5744","7",
"2005","5786","6",
"2005","5809","1",
"2005","5965","3",
"2005","6019","2",
"2005","6217","1",
"2005","6317","3",
"2005","6455","0",
"2005","6476","7",
"2005","6482","7",
"2005","6525","9",
"2005","6573","3",
