"Campus","Year","TotalEnrollment_AY","FTE_AY",
"5391","2002","477","215",
"5392","1971","99427","979",
"5393","1979","16694","397",
"5394","1980","0","269",
"5395","2025","184","207",
"5396","1974","0","493",
"5397","2009","14068897","418",
"5398","2006","8676","594",
"5399","2005","7008745","562",
"5400","2005","0","801",
"5401","2015","16","931",
"5402","1984","4","180",
"5403","1984","0","882",
"5404","2013","1516","802",
"5405","1995","513611","351",
"5406","2024","0","310",
"5407","2014","259","858",
"5408","1973","259679","79",
"5409","2000","14","57",
"5410","1980","15938","129",
"5411","1997","53","396",
"5412","2025","4539","763",
"5413","1998","1","542",
"5414","2025","2","622",
"5415","2013","90876","583",
"5416","1999","62244694","78",
"5417","2012","8042","94",
"5418","1983","5643750","279",
"5419","1971","732348","373",
"5420","1998","4066","729",
"5421","1977","172621","762",
"5422","2022","200536552","302",
"5423","1988","0","116",
"5424","1971","0","875",
"5425","2015","0","640",
"5426","2002","0","678",
"5427","2023","296","82",
"5428","1999","519","992",
"5429","1996","0","929",
"5430","2016","2440415","228",
"5431","2011","300288","811",
"5432","1986","5003","999",
"5433","2005","48","422",
"5434","1981","4788","620",
"5435","1993","594412876","848",
"5436","2005","4727","921",
"5437","2011","0","324",
"5438","2019","0","619",
"5439","2021","6655134","644",
"5440","2007","1007639","469",
"5441","2010","0","706",
"5442","1997","0","904",
"5443","1981","2","257",
"5444","2017","149908","119",
"5445","2009","0","423",
"5446","2014","0","11",
"5447","2004","17","202",
"5448","1990","18","809",
"5449","1985","797","41",
"5450","2022","3975982","24",
"5451","1975","0","501",
"5452","2015","214216123","969",
"5453","1997","1","28",
"5454","1999","393918","21",
"5455","1983","182377471","696",
"5456","1992","1328","863",
"5457","1971","2300993","446",
"5458","2019","2872","0",
"5459","1977","7684","848",
"5460","2015","1649","230",
"5461","2000","0","747",
"5462","2012","48456","283",
"5463","2013","330666673","402",
"5464","1992","169","314",
"5465","2021","20083","503",
"5466","2006","8509","558",
"5467","1980","2","775",
"5468","2005","26","15",
"5469","2017","237","588",
"5470","2015","5453365","7",
"5471","2000","1","485",
"5472","2019","6396753","592",
"5473","2008","2358140","559",
"5474","2001","1561712","43",
"5475","1981","15","579",
"5476","1994","64052","518",
"5477","1993","423199594","8",
"5478","1992","92","346",
"5479","1993","2208","73",
"5480","2017","3","620",
"5481","2013","3","784",
"5482","1972","488886","416",
"5483","2003","144512036","49",
"5484","2019","40207740","591",
"5485","2004","24934814","218",
"5486","1987","3739","926",
"5487","2013","8026783","994",
"5488","2015","17039","529",
"5489","2001","93196","252",
"5490","1974","517390161","242",
"5491","1989","8","553",
"5492","2010","1","525",
"5493","2004","751856","408",
"5494","2012","1341694","385",
"5495","1993","536226","655",
"5496","1995","87456488","333",
"5497","2022","8576","102",
"5498","1994","3747898","441",
"5499","2002","24","565",
"5500","1979","181776678","325",
"5501","1974","34004254","491",
"5502","1987","0","910",
"5503","1994","0","952",
"5504","2015","94304618","53",
"5505","1978","3010719","159",
"5506","2001","2","604",
"5507","2019","5","885",
"5508","2008","244494615","835",
"5509","2007","108","145",
"5510","1983","36420","481",
"5511","2018","0","901",
"5512","1994","14249","77",
"5513","2019","169489533","183",
"5514","2000","22887","153",
"5515","1988","328317650","851",
"5516","1982","0","418",
"5517","2010","0","975",
"5518","1972","17455422","946",
"5519","1975","386019","344",
"5520","2017","2","119",
"5521","1996","2","705",
"5522","1970","1","689",
"5523","2024","868","691",
"5524","1971","276593748","771",
"5525","2005","8922835","188",
"5526","1971","1","935",
"5527","1981","93574803","986",
"5528","2009","143","111",
"5529","1974","1368","406",
"5530","2012","667","636",
"5531","1990","5205","798",
"5532","2018","408","267",
"5533","1999","0","387",
"5534","2010","758","54",
"5535","2003","695","441",
"5536","1989","93","865",
"5537","1988","47333","749",
"5538","1999","92","90",
"5539","2007","393844575","824",
"5540","2007","87","388",
"5541","2014","27656713","540",
"5542","2001","10474174","80",
"5543","2019","6202","115",
"5544","1988","421","707",
"5545","2020","753","188",
"5546","2021","15865","485",
"5547","2003","1768557","110",
"5548","2015","0","763",
"5549","2004","198061621","489",
"5550","1999","6","1",
"5551","2000","140632180","157",
"5552","1974","148753","397",
"5553","1986","3134","64",
"5554","2008","1","182",
"5555","2012","387","475",
"5556","1999","241954754","512",
"5557","1981","0","624",
"5558","2008","7675515","530",
"5559","1981","212705","637",
"5560","1992","3","670",
"5561","1971","666146","750",
"5562","1974","8622","699",
"5563","1977","6","592",
"5564","1982","13","505",
"5565","2008","493","805",
"5566","1988","63","825",
"5567","2023","8012752","844",
"5568","2016","0","633",
"5569","2018","475951066","886",
"5570","2006","351","165",
"5571","1993","385864516","841",
"5572","1981","0","848",
"5573","2008","0","276",
"5574","2013","31388456","608",
"5575","1981","265754","764",
"5576","2016","2418002","490",
"5577","1985","22455877","227",
"5578","2017","3056522","472",
"5579","2008","8309092","317",
"5580","1997","458","896",
"5581","1984","41","799",
"5582","1985","325229824","611",
"5583","2019","1501552","824",
"5584","2017","1800","728",
"5585","1971","1","919",
"5586","2025","500263442","108",
"5587","1990","20930","96",
"5588","2008","448779","302",
"5589","1985","1836","241",
"5590","1987","157","727",
"5591","2004","67","758",
"5592","2012","2837","260",
"5593","1992","959","558",
"5594","1977","5973","885",
"5595","2010","0","103",
"5596","1994","24987","960",
"5597","1998","1","659",
"5598","1970","61403314","723",
"5599","2001","1771606","742",
"5600","2004","93","386",
"5601","2020","302991","895",
"5602","1994","16","971",
"5603","2023","327220395","473",
"5604","2007","63648","447",
"5605","2000","2","904",
"5606","2014","183","368",
"5607","2002","278","368",
"5608","1990","54","748",
"5609","2008","70779953","58",
"5610","2005","0","972",
"5611","2005","2","621",
"5612","2017","0","999",
"5613","1975","2106162","910",
"5614","1970","2137","461",
"5615","2003","52","38",
"5616","1981","309184","564",
"5617","2016","74","732",
"5618","1984","123733","427",
"5619","2025","11701","766",
"5620","1979","539198","103",
"5621","1999","2128602","968",
"5622","1970","132","746",
"5623","2003","362076501","464",
"5624","1986","0","716",
"5625","2015","252353916","162",
"5626","2006","162","676",
"5627","1972","3286975","882",
"5628","2012","152447230","101",
"5629","1974","593677900","594",
"5630","1990","51691","912",
"5631","2006","0","793",
"5632","1975","123","335",
"5633","1983","409","676",
"5634","1984","0","443",
"5635","1991","82546960","838",
"5636","1986","398226","397",
"5637","1996","418318","789",
"5638","1997","18","28",
"5639","1973","144334","753",
"5640","2009","0","581",
"5641","2005","236837","950",
"5642","2001","30","780",
"5643","2005","8968","100",
"5644","1986","100418","228",
"5645","1994","15","545",
"5646","2016","0","2",
"5647","2024","361","596",
"5648","2017","2626","465",
"5649","2021","4495","868",
"5650","2012","1929","389",
"5651","2024","862343","477",
"5652","2024","4419460","263",
"5653","2023","1568","207",
"5654","1989","135","157",
"5655","1985","0","234",
"5656","2004","69","921",
"5657","2022","301","823",
"5658","1987","266923","561",
"5659","2002","191926595","6",
"5660","2010","2","842",
"5661","1999","0","620",
"5662","2016","421976760","199",
"5663","1984","36560","414",
"5664","2013","0","855",
"5665","2010","350503","135",
"5666","1976","0","579",
"5667","1972","195","634",
"5668","1987","65","671",
"5669","1993","4","721",
"5670","1993","17759","261",
"5671","1975","242600501","932",
"5672","1982","452198","973",
"5673","2009","940","303",
"5674","1984","438370","132",
"5675","1992","284628","166",
"5676","1978","2093","643",
"5677","2023","8","709",
"5678","1982","176156","895",
"5679","1987","1","804",
"5680","2015","227842838","640",
"5681","2024","48372","236",
"5682","2022","70","131",
"5683","1988","479787","236",
"5684","1976","3301","561",
"5685","2001","1168242","187",
"5686","2019","0","338",
"5687","1973","24913","273",
"5688","2006","5732","613",
"5689","1997","0","17",
"5690","2024","0","718",
"5691","2005","349","605",
"5692","1989","767298","111",
"5693","2014","58343","212",
"5694","1978","279","670",
"5695","2015","286031","191",
"5696","1980","691639","361",
"5697","1976","1","436",
"5698","1993","54362","699",
"5699","2017","38","45",
"5700","1982","48754222","116",
"5701","1972","5","330",
"5702","2007","0","399",
"5703","2020","20","266",
"5704","1986","7861655","368",
"5705","1985","2","17",
"5706","2024","0","751",
"5707","2023","21993","390",
"5708","1995","28332","914",
"5709","2010","527206","636",
"5710","2024","87400991","400",
"5711","1972","966151","96",
"5712","1993","14789","499",
"5713","2016","5706619","0",
"5714","2004","2","158",
"5715","2010","421636214","812",
"5716","2019","453540","816",
"5717","2018","245","846",
"5718","2004","296","44",
"5719","2018","33833","779",
"5720","1970","4200663","800",
"5721","1992","20652927","741",
"5722","1997","38830366","979",
"5723","2003","2","204",
"5724","1978","0","300",
"5725","2001","497328606","696",
"5726","1981","20","29",
"5727","1970","324732418","267",
"5728","2000","568555788","570",
"5729","2006","280","207",
"5730","1977","4987","822",
"5731","1999","2002","450",
"5732","2013","141","173",
"5733","1998","1368086","117",
"5734","2022","12","580",
"5735","1972","442250","9",
"5736","1970","0","125",
"5737","2007","18470275","557",
"5738","2013","0","160",
"5739","2015","74","810",
"5740","1983","34","461",
"5741","2017","285","885",
"5742","1980","64","918",
"5743","2014","1369309","325",
"5744","1984","427117","882",
"5745","1995","119","381",
"5746","2021","8817106","371",
"5747","2012","0","130",
"5748","2017","99","645",
"5749","2024","571119","373",
"5750","2002","0","6",
"5751","2006","1731372","697",
"5752","1984","6580771","764",
"5753","2010","16","200",
"5754","2018","4481","295",
"5755","1983","4","484",
"5756","1976","2485559","789",
"5757","2009","424201","935",
"5758","1970","39847714","874",
"5759","1979","2419","578",
"5760","1995","5041692","800",
"5761","2014","18","253",
"5762","1974","265","657",
"5763","2024","1228929","912",
"5764","2008","0","152",
"5765","1994","192","672",
"5766","1998","0","377",
"5767","2012","0","757",
"5768","2015","7545","342",
"5769","1995","6257","766",
"5770","1997","33620858","428",
"5771","2021","311260","92",
"5772","1983","245","992",
"5773","1979","213","192",
"5774","1987","0","752",
"5775","1999","15088","550",
"5776","2001","505119","918",
"5777","2021","28","207",
"5778","2010","2590","7",
"5779","2012","114998551","209",
"5780","2024","96374","850",
"5781","2004","69002","695",
"5782","1970","62859528","838",
"5783","2007","48625","270",
"5784","2014","18272","871",
"5785","2011","472480","244",
"5786","1996","610","710",
"5787","1973","53643","218",
"5788","1973","7","892",
"5789","2000","1874","699",
"5790","2022","78160628","758",
"5791","2024","25158","811",
"5792","2019","2124","85",
"5793","1998","14","150",
"5794","1974","21","213",
"5795","1983","63495005","550",
"5796","2011","56","161",
"5797","1971","57565","752",
"5798","2008","10108262","260",
"5799","2008","233","504",
"5800","1989","0","262",
"5801","2020","87","590",
"5802","1989","302","551",
"5803","1972","38","522",
"5804","2012","498743","680",
"5805","1994","21739","495",
"5806","2010","338328101","793",
"5807","1988","243574","42",
"5808","2023","0","740",
"5809","1979","1111","971",
"5810","1980","311","579",
"5811","2008","0","252",
"5812","2006","8707","827",
"5813","2006","0","741",
"5814","2015","548391","64",
"5815","1990","14785939","496",
"5816","1995","12","328",
"5817","2007","5496","672",
"5818","2016","2","648",
"5819","1991","40","896",
"5820","2007","231","468",
"5821","1994","671015663","71",
"5822","2008","214946","556",
"5823","1990","91100","451",
"5824","2015","9086","645",
"5825","2012","0","520",
"5826","2020","388435023","149",
"5827","2010","331","278",
"5828","2003","2233","916",
"5829","1971","7611853","719",
"5830","1985","63385","406",
"5831","2009","5138","503",
"5832","1991","561702","356",
"5833","1973","3358","549",
"5834","2011","74550873","956",
"5835","1974","2429516","322",
"5836","1973","32242434","979",
"5837","1993","130472","152",
"5838","1971","69122753","731",
"5839","2009","7559958","685",
"5840","1975","8984","848",
"5841","1988","5","382",
"5842","2013","239","445",
"5843","1981","530062","812",
"5844","1977","0","88",
"5845","2022","267725","782",
"5846","1999","1","347",
"5847","1992","1047115","476",
"5848","2023","0","214",
"5849","1975","88925158","26",
"5850","1984","3462512","435",
"5851","1983","9","935",
"5852","1974","36","636",
"5853","1972","123","872",
"5854","1975","758","92",
"5855","2011","0","797",
"5856","1974","64","823",
"5857","1979","230887422","917",
"5858","1998","8728","697",
"5859","2001","22683","481",
"5860","2016","41","963",
"5861","1991","3928","496",
"5862","2019","628190","707",
"5863","2004","7077482","176",
"5864","1986","0","118",
"5865","1981","4","925",
"5866","2007","0","290",
"5867","1995","3","506",
"5868","2017","465133","67",
"5869","1986","6993595","926",
"5870","1975","13","123",
"5871","1981","424","310",
"5872","2023","9285543","956",
"5873","1998","29","580",
"5874","1987","5152","249",
"5875","1977","69328","15",
"5876","1982","347","681",
"5877","2025","25940500","261",
"5878","1981","19499","853",
"5879","1983","14","511",
"5880","1994","0","969",
"5881","1973","243861","386",
"5882","1971","17102","276",
"5883","1979","570","928",
"5884","1992","314260845","464",
"5885","2009","198","262",
"5886","2021","349717975","677",
"5887","1970","57506","419",
"5888","1996","311139","289",
"5889","2009","913","0",
"5890","1982","52802834","848",
"5891","2025","385","68",
"5892","1971","0","146",
"5893","2006","631393","735",
"5894","1980","1517307","40",
"5895","2013","10951641","140",
"5896","2012","0","661",
"5897","1970","837923","434",
"5898","1982","35","826",
"5899","2006","0","566",
"5900","1978","19","762",
"5901","1975","3953","885",
"5902","2022","0","490",
"5903","1992","188829","304",
"5904","2022","140","112",
"5905","2018","63611737","427",
"5906","1992","1","286",
"5907","2000","41053","482",
"5908","2008","872","750",
"5909","1979","50","283",
"5910","2023","277622","952",
"5911","2018","3982016","171",
"5912","1970","6368","644",
"5913","1971","0","31",
"5914","2006","145574","233",
"5915","1976","1341186","237",
"5916","2010","639884300","787",
"5917","1981","24","81",
"5918","1974","645116","661",
"5919","2000","25324190","844",
"5920","1982","3","677",
"5921","1990","5","596",
"5922","2008","221369","980",
"5923","1990","2859112","112",
"5924","1994","6","401",
"5925","2010","6173488","959",
"5926","2007","23452","835",
"5927","1978","355461","38",
"5928","1998","17","326",
"5929","2001","4819237","814",
"5930","2023","86","360",
"5931","1974","482","73",
"5932","1993","1330","253",
"5933","2021","7904","816",
"5934","2025","373918","682",
"5935","1994","435223","552",
"5936","1986","136747","330",
"5937","2024","30059","411",
"5938","1988","56","811",
"5939","2009","0","734",
"5940","1984","1","483",
"5941","1991","61","786",
"5942","1971","13135","847",
"5943","1992","3887505","687",
"5944","1985","10","556",
"5945","1994","315197","727",
"5946","2001","330341","983",
"5947","2012","7427243","618",
"5948","1991","3112910","338",
"5949","1973","38","283",
"5950","2016","0","772",
"5951","2025","47","401",
"5952","1978","44","122",
"5953","1993","4296","850",
"5954","2003","78854416","412",
"5955","2019","0","384",
"5956","2010","2806","619",
"5957","1990","0","704",
"5958","1999","1255","77",
"5959","1984","2","304",
"5960","2019","2820","984",
"5961","1981","16780","751",
"5962","2018","30","132",
"5963","2020","12852689","551",
"5964","2010","2722498","452",
"5965","2012","6108","161",
"5966","2024","45750","405",
"5967","2018","547","477",
"5968","2009","75312162","882",
"5969","2019","0","720",
"5970","1999","232066912","63",
"5971","2018","57484","129",
"5972","1976","621723","718",
"5973","1977","73","153",
"5974","1985","558216583","808",
"5975","2000","58","517",
"5976","2024","6895243","651",
"5977","2013","1","8",
"5978","2005","66","280",
"5979","1977","35287","445",
"5980","2001","11603984","644",
"5981","1985","27454","476",
"5982","1999","6","879",
"5983","2010","66","110",
"5984","1995","49750236","37",
"5985","2000","49","870",
"5986","1981","114152789","381",
"5987","1983","3361478","366",
"5988","1976","23130998","516",
"5989","1998","3","349",
"5990","1995","1511199","803",
"5991","1991","14693","679",
"5992","1985","637","991",
"5993","1996","5119812","830",
"5994","1974","402595138","264",
"5995","2007","31","839",
"5996","1992","358","871",
"5997","2000","931","453",
"5998","2008","2862540","673",
"5999","2010","97","100",
"6000","1995","195219843","618",
"6001","1988","503","49",
"6002","2015","11084","186",
"6003","1989","474","762",
"6004","1998","0","927",
"6005","2012","412","126",
"6006","2021","19291103","611",
"6007","1987","6","839",
"6008","2018","235001","238",
"6009","1973","0","654",
"6010","1978","600747621","97",
"6011","2020","74","28",
"6012","2012","2","345",
"6013","2001","676049","413",
"6014","2014","0","735",
"6015","1979","41994","178",
"6016","1991","406282239","609",
"6017","2024","4847","485",
"6018","2005","4","371",
"6019","1995","39966788","375",
"6020","2018","4","176",
"6021","2006","313646","478",
"6022","2003","0","413",
"6023","1994","13133855","287",
"6024","1981","44","52",
"6025","2021","60","12",
"6026","1987","39","170",
"6027","2022","4624056","426",
"6028","1974","245709543","727",
"6029","1983","682755","212",
"6030","2017","27","625",
"6031","1980","1823","8",
"6032","1983","0","433",
"6033","1981","401301221","679",
"6034","1976","2638","597",
"6035","1996","251","8",
"6036","2017","24598","309",
"6037","2015","42104","866",
"6038","1992","215660296","450",
"6039","2019","23338218","961",
"6040","1999","1","920",
"6041","1982","82","773",
"6042","2024","0","161",
"6043","2014","1048","62",
"6044","2007","24","219",
"6045","2003","6868306","214",
"6046","2011","0","558",
"6047","2005","77","609",
"6048","2010","394","906",
"6049","2025","0","842",
"6050","2022","14","825",
"6051","1986","30135","984",
"6052","1986","2","380",
"6053","1992","999","834",
"6054","1972","96","246",
"6055","2011","13","801",
"6056","1987","4417","479",
"6057","1978","326","499",
"6058","2023","5518247","412",
"6059","1989","55","139",
"6060","1999","1488230","665",
"6061","1984","0","856",
"6062","2024","40441782","126",
"6063","2017","13257","613",
"6064","1993","66719","627",
"6065","2024","57359209","12",
"6066","1994","0","663",
"6067","2014","143","547",
"6068","2012","6862","896",
"6069","2010","28","133",
"6070","1970","33703868","561",
"6071","2000","4886","549",
"6072","1992","8","944",
"6073","2007","160","663",
"6074","1987","46","956",
"6075","2002","0","981",
"6076","1974","1735766","86",
"6077","2021","2269","533",
"6078","2019","16782","838",
"6079","2020","0","66",
"6080","1994","38312503","639",
"6081","1972","2","210",
"6082","2018","0","157",
"6083","1988","47752","560",
"6084","1975","0","140",
"6085","2017","24","342",
"6086","1977","0","998",
"6087","1984","0","889",
"6088","2015","666","766",
"6089","1976","3812651","514",
"6090","2008","5683","34",
"6091","2025","2","371",
"6092","2002","29887","826",
"6093","2012","80152","75",
"6094","2002","37","184",
"6095","1998","389515520","421",
"6096","1987","1478","212",
"6097","1997","1","377",
"6098","1991","46656","161",
"6099","1994","180625228","377",
"6100","1985","226","374",
"6101","2006","0","132",
"6102","2011","2","296",
"6103","2006","271258059","629",
"6104","1999","0","489",
"6105","1976","0","237",
"6106","1971","360832","516",
"6107","2022","3478","248",
"6108","1994","802295362","487",
"6109","2003","0","212",
"6110","2018","0","305",
"6111","1989","0","401",
"6112","2003","34109775","591",
"6113","2011","130022","992",
"6114","2004","6807","90",
"6115","1987","35","700",
"6116","1974","57968965","690",
"6117","2005","0","335",
"6118","1971","27","248",
"6119","2017","4069","508",
"6120","1970","12","73",
"6121","1985","0","863",
"6122","1989","41872511","922",
"6123","2013","0","189",
"6124","1977","4651170","191",
"6125","2004","1020","707",
"6126","1981","25907","224",
"6127","2010","0","105",
"6128","1986","283","696",
"6129","1997","1811","421",
"6130","1996","5039","52",
"6131","2008","6707220","786",
"6132","1973","236216099","281",
"6133","2025","0","63",
"6134","2020","0","74",
"6135","1996","0","708",
"6136","1973","36969991","749",
"6137","2001","1818","115",
"6138","2019","162","199",
"6139","1999","3351235","959",
"6140","2016","449587","95",
"6141","2000","37100","588",
"6142","2002","2","781",
"6143","1971","45898716","476",
"6144","2009","347301","404",
"6145","2011","0","388",
"6146","1991","1255","665",
"6147","1983","5014","715",
"6148","1971","132835476","930",
"6149","1970","947583","843",
"6150","1983","41849779","253",
"6151","1978","24162","675",
"6152","1993","325035","250",
"6153","1997","10574","895",
"6154","2008","11665092","444",
"6155","1985","641","182",
"6156","1993","299","19",
"6157","1980","3","722",
"6158","1988","1601","864",
"6159","1977","57","847",
"6160","1978","4616","686",
"6161","1992","3219","382",
"6162","2012","0","25",
"6163","1992","252959","495",
"6164","1998","1405","338",
"6165","1979","67581","605",
"6166","1972","228340510","87",
"6167","2009","166898157","678",
"6168","2008","0","782",
"6169","2021","48302567","81",
"6170","1984","261667","431",
"6171","1992","26555","61",
"6172","2025","18938196","858",
"6173","1993","14","773",
"6174","1973","5536","87",
"6175","2015","110613886","743",
"6176","1980","106","82",
"6177","2018","44100","321",
"6178","1975","0","236",
"6179","1996","0","495",
"6180","1980","184654503","861",
"6181","2025","6026","130",
"6182","2013","223","30",
"6183","2021","138","215",
"6184","2020","8881","440",
"6185","1982","7431717","662",
"6186","1998","4477","793",
"6187","1992","237750903","362",
"6188","2024","47","839",
"6189","1972","0","623",
"6190","1995","9427","215",
"6191","1971","432890","996",
"6192","1995","2835","72",
"6193","2006","483586","890",
"6194","1973","0","615",
"6195","2016","0","305",
"6196","1990","28","77",
"6197","2019","60961724","685",
"6198","2010","4825187","528",
"6199","2022","0","439",
"6200","2008","521370833","397",
"6201","1976","0","664",
"6202","1999","797210","902",
"6203","1986","15987","736",
"6204","1986","13844","258",
"6205","1979","387290","449",
"6206","1993","40186","294",
"6207","2015","2669643","213",
"6208","1992","379110","334",
"6209","2015","124843","594",
"6210","2019","966","529",
"6211","2011","0","617",
"6212","2004","2","314",
"6213","1981","258","88",
"6214","2004","40464445","599",
"6215","2007","5484057","429",
"6216","1989","380","347",
"6217","2018","0","543",
"6218","2023","4","932",
"6219","1975","1529","944",
"6220","1993","529360","14",
"6221","1982","0","606",
"6222","2003","586","725",
"6223","2003","270028055","204",
"6224","1996","0","938",
"6225","2023","11","990",
"6226","2019","42900","723",
"6227","1978","0","443",
"6228","1997","0","130",
"6229","2022","0","29",
"6230","1999","1425","918",
"6231","2006","4","280",
"6232","2005","20163","486",
"6233","1986","2","962",
"6234","1973","192510","976",
"6235","1971","16980218","317",
"6236","1974","6709","558",
"6237","1974","6","324",
"6238","2012","63426","587",
"6239","1971","8171510","111",
"6240","1978","1","399",
"6241","2000","1","605",
"6242","2009","41","107",
"6243","1992","1","645",
"6244","2025","45","888",
"6245","2011","376","566",
"6246","1993","50527","974",
"6247","1975","1","518",
"6248","2007","0","830",
"6249","1974","20793988","987",
"6250","1989","322621","70",
"6251","2011","0","654",
"6252","1986","185","47",
"6253","2001","26644944","165",
"6254","1974","4743212","565",
"6255","1978","515054631","949",
"6256","1987","402397","905",
"6257","1976","8","766",
"6258","1977","639","507",
"6259","2007","0","998",
"6260","2006","7771","334",
"6261","1995","31042","780",
"6262","1977","5098150","127",
"6263","1977","12","457",
"6264","2013","2448","405",
"6265","1983","29","550",
"6266","1974","21420024","772",
"6267","1991","347277839","619",
"6268","2003","1557893","595",
"6269","2016","2541","432",
"6270","1970","677666","194",
"6271","2012","219","469",
"6272","1991","41676915","355",
"6273","1999","46237","188",
"6274","2011","0","326",
"6275","2021","7785078","922",
"6276","1976","25632","608",
"6277","1975","0","170",
"6278","2011","6694","317",
"6279","1997","0","795",
"6280","2019","0","542",
"6281","1995","4575","413",
"6282","1997","3848477","453",
"6283","1977","52787417","187",
"6284","2024","0","486",
"6285","1981","46298463","375",
"6286","2019","2","756",
"6287","2024","131871164","52",
"6288","1987","50851","47",
"6289","1974","0","288",
"6290","2011","2","820",
"6291","1976","0","300",
"6292","2007","0","599",
"6293","1987","1186749","59",
"6294","2019","0","91",
"6295","2010","31576","55",
"6296","2012","29710","585",
"6297","1972","3905","48",
"6298","1973","1","964",
"6299","1997","18994046","243",
"6300","1988","192956525","931",
"6301","1970","340","608",
"6302","2011","2","875",
"6303","2007","1","118",
"6304","2002","51","422",
"6305","2004","19","325",
"6306","1970","167","947",
"6307","2023","566267","977",
"6308","2005","61","411",
"6309","1982","502","292",
"6310","2019","49","230",
"6311","2009","2","617",
"6312","2025","15604","931",
"6313","1977","389567","797",
"6314","2015","19862","870",
"6315","2013","712","1",
"6316","1975","107151069","681",
"6317","2018","12451072","248",
"6318","1983","1793568","958",
"6319","1970","1","896",
"6320","1982","49110","409",
"6321","2024","241713","892",
"6322","2003","25","164",
"6323","1999","2259","167",
"6324","2011","61","982",
"6325","2006","4943","661",
"6326","1986","192","200",
"6327","1994","2","454",
"6328","2005","8881","377",
"6329","2024","881522114","945",
"6330","1979","5","90",
"6331","2004","113","683",
"6332","2000","84444438","540",
"6333","2011","9273237","457",
"6334","2023","254367","500",
"6335","2005","4889","634",
"6336","2014","18589720","410",
"6337","1978","48312593","420",
"6338","1980","81737664","505",
"6339","2011","2341","400",
"6340","2015","14473","198",
"6341","2003","0","100",
"6342","2016","0","683",
"6343","2023","0","488",
"6344","1988","38076","327",
"6345","1981","49","6",
"6346","1998","6","749",
"6347","2005","313","66",
"6348","1972","960522","255",
"6349","2017","66","560",
"6350","2001","3316380","849",
"6351","1988","75","556",
"6352","1970","305104138","131",
"6353","2007","1944","31",
"6354","2002","22321","719",
"6355","2004","35633","613",
"6356","1972","4265856","80",
"6357","2015","2047","649",
"6358","1978","4286","110",
"6359","2020","0","184",
"6360","2023","23307448","634",
"6361","2008","94848757","491",
"6362","2014","105","674",
"6363","2017","264338029","770",
"6364","1982","8","205",
"6365","1984","49237859","922",
"6366","1973","29","711",
"6367","1970","11339242","936",
"6368","1976","3","236",
"6369","2001","46","629",
"6370","2017","45341952","609",
"6371","1971","94569","534",
"6372","1990","16","307",
"6373","2003","81220","126",
"6374","2005","589","925",
"6375","2011","7569","682",
"6376","1984","47","119",
"6377","1977","88367302","873",
"6378","1988","3671","53",
"6379","2007","0","163",
"6380","1981","4","148",
"6381","1986","439550217","727",
"6382","1987","0","291",
"6383","2014","52036","438",
"6384","1974","101919","111",
"6385","1999","0","67",
"6386","2018","23921","654",
"6387","1971","1991920","639",
"6388","2023","2","406",
"6389","2011","52446448","893",
"6390","1980","161","367",
"6391","2008","15","512",
"6392","1993","58015","228",
"6393","2011","26261311","266",
"6394","2022","0","753",
"6395","2018","4416","553",
"6396","2011","210","387",
"6397","1971","0","691",
"6398","2020","1","971",
"6399","1994","0","25",
"6400","2016","551","906",
"6401","1984","280","196",
"6402","1973","1","434",
"6403","2021","0","939",
"6404","1976","102369","306",
"6405","1986","3367046","613",
"6406","2010","273","83",
"6407","1988","36881","727",
"6408","1970","0","872",
"6409","1984","0","327",
"6410","2025","35","351",
"6411","1972","595249","754",
"6412","1983","208707","398",
"6413","1998","253373","888",
"6414","1987","1756546","158",
"6415","1993","52680","233",
"6416","2019","5","521",
"6417","1997","90763629","546",
"6418","2024","4","744",
"6419","1973","370","843",
"6420","1975","4","675",
"6421","2013","3128957","520",
"6422","1993","13197280","564",
"6423","1975","5733","846",
"6424","1999","2193","400",
"6425","2016","62656849","351",
"6426","2006","0","349",
"6427","2008","1586","491",
"6428","1985","12999874","519",
"6429","1970","28774","522",
"6430","2006","9020","298",
"6431","2009","10519","818",
"6432","2010","0","190",
"6433","2011","1","609",
"6434","2009","115","263",
"6435","1995","2028841","343",
"6436","1974","0","221",
"6437","1985","847","683",
"6438","2000","3673","183",
"6439","1987","35","932",
"6440","1979","0","439",
"6441","1970","42893","837",
"6442","2022","3","693",
"6443","1982","41818","856",
"6444","1996","51223847","141",
"6445","1986","1422633","70",
"6446","1983","28762","794",
"6447","1973","31720381","725",
"6448","1982","384111677","39",
"6449","1979","156","725",
"6450","2006","62413","517",
"6451","2011","1","628",
"6452","2012","716435127","413",
"6453","2006","3","27",
"6454","1979","3011","389",
"6455","2009","1865","466",
"6456","2020","0","347",
"6457","2013","832","998",
"6458","2016","5","360",
"6459","2021","310080","483",
"6460","2009","267841","924",
"6461","2009","5","953",
"6462","1994","15403","424",
"6463","1978","194603","53",
"6464","2014","408892181","563",
"6465","2022","136321841","67",
"6466","2019","6","626",
"6467","2012","4287","371",
"6468","1974","2283458","212",
"6469","1976","2516505","327",
"6470","1997","88791","789",
"6471","2013","803067","799",
"6472","1983","294","267",
"6473","2007","190406763","955",
"6474","2011","39","968",
"6475","2011","79675127","369",
"6476","2015","11","246",
"6477","1996","209","792",
"6478","2012","0","274",
"6479","2016","18395","67",
"6480","1988","0","221",
"6481","1987","29598829","87",
