"Campus","Year","CampusFee",
"5051","2022","393932",
"5052","1980","84654",
"5053","2006","868",
"5054","1976","18",
"5055","2004","499",
"5056","1982","0",
"5057","2017","738734842",
"5058","1977","3295",
"5059","1986","9079296",
"5060","1977","480",
"5061","1980","828793",
"5062","2001","45",
"5063","2008","69961146",
"5064","2007","166",
"5065","1988","7823075",
"5066","1991","419056529",
"5067","2007","530338",
"5068","1973","138",
"5069","2016","290213",
"5070","1986","0",
"5071","2005","49",
"5072","1996","30674074",
"5073","1974","45538",
"5074","2001","3",
"5075","1975","256",
"5076","2023","126",
"5077","1979","76837031",
"5078","2018","3",
"5079","1997","6381490",
"5080","1982","0",
"5081","2001","75128522",
"5082","2018","0",
"5083","2019","775848757",
"5084","1997","96",
"5085","2010","0",
"5086","1993","1",
"5087","2018","9433047",
"5088","1994","708",
"5089","2025","6",
"5090","1985","79382",
"5091","1992","20121692",
"5092","2025","5",
"5093","1993","9",
"5094","2002","56674560",
"5095","1987","4583384",
"5096","2016","70234",
"5097","1989","902",
"5098","1981","361",
"5099","2007","2",
"5100","2005","481825392",
"5101","1974","338815837",
"5102","2018","353",
"5103","1988","192813",
"5104","1974","0",
"5105","1972","288057872",
"5106","1990","7",
"5107","2014","1",
"5108","1985","786846934",
"5109","1997","0",
"5110","2007","0",
"5111","2008","18124",
"5112","2023","531354",
"5113","2020","2",
"5114","1978","0",
"5115","1995","200",
"5116","1978","7450150",
"5117","1996","29858",
"5118","1971","295",
"5119","1982","16269245",
"5120","2017","530335",
"5121","2009","1029460",
"5122","1996","163046049",
"5123","2013","99967",
"5124","1988","260331",
"5125","1985","341368614",
"5126","1989","39660",
"5127","1991","0",
"5128","2016","11256",
"5129","2005","5027",
"5130","2015","445103",
"5131","1974","54821291",
"5132","1973","6707",
"5133","2025","6358946",
"5134","2020","29",
"5135","1975","78554",
"5136","2014","4272699",
"5137","1993","5813",
"5138","2011","34",
"5139","2007","4380",
"5140","1978","73",
"5141","1997","98575",
"5142","2018","700831727",
"5143","1976","814",
"5144","1974","743",
"5145","1977","2016",
"5146","1970","7526153",
"5147","2008","989",
"5148","1985","687161",
"5149","1985","53",
"5150","1993","0",
"5151","1997","933901",
"5152","2000","0",
"5153","1981","9432406",
"5154","1984","8025",
"5155","2011","558988550",
"5156","1999","28821672",
"5157","1999","4443824",
"5158","1998","419788",
"5159","1982","1248",
"5160","2003","304478842",
"5161","2023","96",
"5162","2024","56",
"5163","1978","2",
"5164","1981","5915400",
"5165","2009","67",
"5166","1978","50",
"5167","1990","8",
"5168","1994","317234841",
"5169","1974","5893392",
"5170","2000","3683711",
"5171","2001","740102",
"5172","1994","874",
"5173","1976","566086",
"5174","1984","8",
"5175","2007","809",
"5176","1990","97894",
"5177","2025","5",
"5178","1997","5",
"5179","2025","373",
"5180","2006","0",
"5181","1975","19",
"5182","1979","7577609",
"5183","1991","1793",
"5184","2005","84185450",
"5185","2022","94273806",
"5186","2023","28",
"5187","2019","581680",
"5188","1971","0",
"5189","1972","1",
"5190","2024","35219",
"5191","1970","57",
"5192","2020","375405",
"5193","2019","488060913",
"5194","1976","8833",
"5195","1990","730855",
"5196","2013","0",
"5197","2005","347",
"5198","1973","985806",
"5199","2014","43669851",
"5200","2010","755",
"5201","1974","675648",
"5202","2019","636833",
"5203","2023","1",
"5204","1975","3306683",
"5205","1980","7",
"5206","2007","0",
"5207","1970","0",
"5208","2023","251",
"5209","1985","3",
"5210","1971","0",
"5211","1974","75085",
"5212","1983","3",
"5213","2009","3",
"5214","1998","0",
"5215","2023","26900",
"5216","1996","3249",
"5217","1982","695953",
"5218","1981","6855",
"5219","2001","1720555",
"5220","2006","47250642",
"5221","2025","885",
"5222","2001","787507",
"5223","2001","61559",
"5224","1971","0",
"5225","2025","63",
"5226","1972","6888",
"5227","2014","99460",
"5228","1995","17874723",
"5229","1990","2",
"5230","1987","5217",
"5231","2014","84",
"5232","1984","658202",
"5233","1979","6",
"5234","1975","547114314",
"5235","2003","44809546",
"5236","1989","61065",
"5237","2019","658",
"5238","2006","7",
"5239","1979","525011619",
"5240","2011","948",
"5241","2005","0",
"5242","2002","425205403",
"5243","2007","2814",
"5244","1989","96438",
"5245","1972","465957054",
"5246","2008","1",
"5247","1999","4691",
"5248","2001","719249",
"5249","2016","51",
"5250","1992","8664",
"5251","2008","0",
"5252","2020","46",
"5253","2012","205068513",
"5254","2025","8603",
"5255","1991","0",
"5256","2017","53520198",
"5257","2014","7",
"5258","1973","2262",
"5259","1970","39197998",
"5260","2005","912899309",
"5261","2015","2946112",
"5262","1990","96",
"5263","1977","813",
"5264","2003","5",
"5265","1984","97924657",
"5266","1980","0",
"5267","1975","8",
"5268","1993","34",
"5269","2000","6",
"5270","1994","381",
"5271","1981","4447",
"5272","1970","131",
"5273","1971","3695080",
"5274","2005","769319",
"5275","1981","11",
"5276","1986","93755",
"5277","2022","7363346",
"5278","2014","4962559",
"5279","1976","7",
"5280","1984","31",
"5281","1985","3713875",
"5282","2004","773",
"5283","1975","15270",
"5284","2023","90761",
"5285","1978","19683106",
"5286","2011","2",
"5287","2019","727379159",
"5288","2020","355691272",
"5289","2024","44193815",
"5290","1978","692",
"5291","1990","23902471",
"5292","1984","37898",
"5293","1989","17748472",
"5294","2011","328118763",
"5295","2019","3421",
"5296","2002","3197031",
"5297","2008","803",
"5298","2022","4360",
"5299","2006","275",
"5300","2005","0",
"5301","2024","63",
"5302","1976","0",
"5303","2009","94445025",
"5304","2012","4241",
"5305","1993","3914",
"5306","1988","780",
"5307","1980","446234203",
"5308","1971","55045963",
"5309","1973","978",
"5310","1992","4018",
"5311","2007","55983",
"5312","1988","4374249",
"5313","1984","6",
"5314","1980","90400714",
"5315","1988","96187091",
"5316","1998","15280",
"5317","2017","2019",
"5318","2005","1718911",
"5319","1970","201",
"5320","1976","3298529",
"5321","1991","368212",
"5322","2020","854",
"5323","1980","614",
"5324","1991","0",
"5325","2000","3",
"5326","1971","4356",
"5327","2020","965795720",
"5328","1970","4285",
"5329","1986","497046",
"5330","2006","942624775",
"5331","1971","9",
"5332","2000","43101904",
"5333","2007","96",
"5334","1971","6505",
"5335","2017","86529",
"5336","2004","78973350",
"5337","2005","46",
"5338","1988","89148",
"5339","2006","1726",
"5340","2014","933289",
"5341","1990","1",
"5342","1976","83",
"5343","2004","50",
"5344","2017","0",
"5345","1970","459836885",
"5346","2024","163381",
"5347","2003","692163",
"5348","1995","96",
"5349","2009","308",
"5350","1971","75599046",
"5351","1979","628603613",
"5352","2008","0",
"5353","2005","881664",
"5354","2012","3242",
"5355","2011","1",
"5356","2023","397190660",
"5357","2006","63153643",
"5358","2008","588",
"5359","2000","6",
"5360","1980","612",
"5361","1992","23808",
"5362","2020","59",
"5363","2004","118336762",
"5364","2024","89",
"5365","2016","1769733",
"5366","2006","267618686",
"5367","1992","374",
"5368","1997","681548",
"5369","1983","70",
"5370","2018","5356429",
"5371","2021","861",
"5372","1994","2073348",
"5373","2023","9",
"5374","1975","756560",
"5375","2003","0",
"5376","1987","0",
"5377","2009","0",
"5378","2001","4298",
"5379","1987","338",
"5380","1987","0",
"5381","1979","97",
"5382","2018","5776943",
"5383","2004","559",
"5384","1997","6857",
"5385","2011","589922151",
"5386","1985","9",
"5387","2013","0",
"5388","1992","9666724",
"5389","2013","595576",
"5390","2012","3288",
"5391","2016","0",
"5392","1984","667018",
"5393","2021","5",
"5394","2011","5811",
"5395","2002","15443",
"5396","1993","76197",
"5397","1977","17744609",
"5398","2019","5782633",
"5399","2011","99",
"5400","2006","2",
"5401","2005","3",
"5402","1988","46396250",
"5403","2013","7110",
"5404","1976","125231",
"5405","1983","50",
"5406","2000","7",
"5407","1999","5365344",
"5408","2024","2855200",
"5409","2006","4190",
"5410","1990","92",
"5411","1992","2237",
"5412","1992","284298",
"5413","1997","587",
"5414","2021","322893",
"5415","1976","0",
"5416","2005","0",
"5417","1995","34",
"5418","1971","7",
"5419","2012","8",
"5420","2023","0",
"5421","1995","209250",
"5422","1990","3050",
"5423","2016","528168432",
"5424","2006","71278417",
"5425","1998","82992674",
"5426","1978","95035970",
"5427","1980","465182008",
"5428","1983","589989",
"5429","2000","74",
"5430","2001","2810882",
"5431","2007","94381828",
"5432","1992","83496",
"5433","1988","0",
"5434","1981","996845820",
"5435","1976","36925",
"5436","1991","59",
"5437","1978","44",
"5438","2004","118117021",
"5439","2017","6",
"5440","2010","95180300",
"5441","1986","98635",
"5442","1991","929810813",
"5443","2005","0",
"5444","1985","5681",
"5445","2005","33028645",
"5446","1981","33135349",
"5447","2023","662876",
"5448","2010","5116373",
"5449","2021","0",
"5450","2013","529",
"5451","2011","0",
"5452","2016","340",
"5453","1976","437638",
"5454","1990","995",
"5455","2004","0",
"5456","1978","11432",
"5457","1998","26822",
"5458","1989","3",
"5459","1980","38594",
"5460","1993","0",
"5461","1981","88",
"5462","2011","340",
"5463","2024","12",
"5464","2006","2193",
"5465","1997","818944",
"5466","1990","66",
"5467","2001","1600",
"5468","2022","764",
"5469","1980","52",
"5470","1977","630399",
"5471","2012","0",
"5472","2003","10",
"5473","2000","7837650",
"5474","1970","13178",
"5475","1992","380667",
"5476","1979","60",
"5477","1989","75607",
"5478","1997","3882273",
"5479","2001","124660278",
"5480","2017","874102377",
"5481","2007","16",
"5482","1977","90507808",
"5483","1999","6204952",
"5484","1994","1109",
"5485","1981","3",
"5486","1984","8",
"5487","1980","131231",
"5488","1973","917821298",
"5489","1998","8",
"5490","2004","574",
"5491","2008","48",
"5492","2012","36630",
"5493","1993","8",
"5494","1992","0",
"5495","1996","915766",
"5496","2017","29",
"5497","2009","3",
"5498","2007","37754402",
"5499","2008","29683",
"5500","1983","93",
"5501","2016","47",
"5502","1992","0",
"5503","2022","958345",
"5504","2007","52",
"5505","2007","8821",
"5506","2012","205880",
"5507","2007","0",
"5508","2025","247",
"5509","2025","8516",
"5510","2003","693",
"5511","1990","706",
"5512","2024","7817136",
"5513","1970","64124",
"5514","1972","585",
"5515","2021","920942281",
"5516","1999","33664115",
"5517","2016","34099",
"5518","1991","77",
"5519","2025","0",
"5520","2010","577397488",
"5521","1975","0",
"5522","1996","883724",
"5523","2022","827",
"5524","1989","8",
"5525","1994","0",
"5526","1978","45",
"5527","2015","0",
"5528","2021","197523",
"5529","1974","6",
"5530","1999","57",
"5531","2000","909629110",
"5532","2011","0",
"5533","2025","51886",
"5534","2004","723",
"5535","2001","634941",
"5536","2009","0",
"5537","1992","20",
"5538","2009","7",
"5539","2002","55",
"5540","1975","7463",
"5541","1983","462640933",
"5542","1997","41",
"5543","1976","583223122",
"5544","2013","5883",
"5545","1994","332897",
"5546","1981","8250955",
"5547","1970","785859767",
"5548","1974","13665",
"5549","2018","0",
"5550","2013","6",
"5551","1987","69947267",
"5552","1987","2",
"5553","1982","407",
"5554","1990","93399",
"5555","2013","941424",
"5556","2019","2224321",
"5557","1981","5230101",
"5558","1978","49",
"5559","1991","110",
"5560","1983","710",
"5561","1985","52508716",
"5562","2000","1298",
"5563","2019","122793",
"5564","1981","29054",
"5565","1983","5259",
"5566","2025","901",
"5567","1996","67",
"5568","2022","760",
"5569","2008","513",
"5570","1974","8772439",
"5571","1999","6201084",
"5572","1998","8306416",
"5573","2024","735",
"5574","1986","2",
"5575","2001","31674410",
"5576","2008","37",
"5577","2012","0",
"5578","1997","4013",
"5579","1992","9610",
"5580","1975","986",
"5581","1977","11",
"5582","2001","5",
"5583","2005","7615606",
"5584","1973","8",
"5585","2009","7757102",
"5586","1992","78379810",
"5587","1993","727792790",
"5588","1974","2",
"5589","2018","1",
"5590","1990","2",
"5591","2008","73659",
"5592","2015","0",
"5593","2010","40618677",
"5594","2006","0",
"5595","1972","7760885",
"5596","2013","90716",
"5597","1984","0",
"5598","1999","4678",
"5599","2009","5941423",
"5600","1983","52382",
"5601","1987","8535055",
"5602","1971","0",
"5603","2006","8752",
"5604","1978","475339",
"5605","2004","3403",
"5606","1982","639358",
"5607","1985","1187867",
"5608","1993","70511",
"5609","2004","100901",
"5610","1996","846993",
"5611","2019","39785",
"5612","1982","654372388",
"5613","2001","3244",
"5614","1987","9919",
"5615","2005","48",
"5616","2019","49944020",
"5617","2004","99322203",
"5618","1981","8529051",
"5619","2003","477501040",
"5620","1996","0",
"5621","2015","1",
"5622","1994","29077591",
"5623","2010","0",
"5624","2002","403",
"5625","2025","67",
"5626","1988","4120433",
"5627","2009","7153917",
"5628","2005","72",
"5629","2021","60503774",
"5630","1971","712",
"5631","1986","5660",
"5632","2015","56",
"5633","1988","177394",
"5634","2001","20",
"5635","2015","61246326",
"5636","1993","767367",
"5637","1996","702578",
"5638","2025","89738895",
"5639","1989","31413",
"5640","2009","0",
"5641","1979","33",
"5642","2006","6771",
"5643","1993","112601839",
"5644","2016","70",
"5645","1988","67302",
"5646","2009","6969",
"5647","2016","0",
"5648","1970","8767173",
"5649","2009","76",
"5650","1997","38558",
"5651","2024","22834559",
"5652","1984","957385",
"5653","2025","980",
"5654","1985","0",
"5655","1973","1910531",
"5656","1974","239688",
"5657","2014","1789095",
"5658","1989","4",
"5659","2009","158",
"5660","1977","0",
"5661","1976","88",
"5662","2006","39783726",
"5663","1980","3549",
"5664","2003","250620",
"5665","1999","843000",
"5666","1993","5183686",
"5667","1975","7136",
"5668","2010","0",
"5669","1978","5675338",
"5670","2000","18367337",
"5671","2003","856",
"5672","1988","8981",
"5673","1994","68",
"5674","1985","61767023",
"5675","2022","8505617",
"5676","2002","63",
"5677","2017","9",
"5678","1987","77",
"5679","2021","0",
"5680","2022","703232",
"5681","1985","469959",
"5682","2023","338579783",
"5683","2009","73843",
"5684","1986","8538",
"5685","2006","1883497",
"5686","2004","889855351",
"5687","1977","48479159",
"5688","2002","522",
"5689","1989","2",
"5690","1973","497929868",
"5691","1979","7537",
"5692","2008","3827570",
"5693","2004","51848699",
"5694","2019","0",
"5695","2000","65",
"5696","1984","476",
"5697","2023","99",
"5698","2005","8",
"5699","1995","1",
"5700","2006","599",
"5701","2013","3569",
"5702","1990","0",
"5703","1999","3",
"5704","2010","5120510",
"5705","1976","125446",
"5706","1971","18677817",
"5707","1986","132",
"5708","1976","35",
"5709","1984","3593728",
"5710","1986","65929",
"5711","2007","6459140",
"5712","1995","0",
"5713","2023","30086122",
"5714","1977","0",
"5715","1998","0",
"5716","2000","40",
"5717","2007","116",
"5718","2007","21",
"5719","1971","169",
"5720","1992","27850",
"5721","1978","175089",
"5722","2001","75",
"5723","2024","43175",
"5724","2016","663",
"5725","1972","130028",
"5726","2018","43624",
"5727","2006","460722741",
"5728","1972","443664",
"5729","1979","681444302",
"5730","1979","0",
"5731","1997","2128",
"5732","2025","4199051",
"5733","1999","88947126",
"5734","2009","9402",
"5735","2021","0",
"5736","1971","6387333",
"5737","1986","977",
"5738","1988","69714515",
"5739","2014","0",
"5740","2017","78861",
"5741","2000","383401422",
"5742","2009","84231848",
"5743","1979","290905",
"5744","1977","9",
"5745","1977","32640",
"5746","1970","242",
"5747","1987","0",
"5748","1979","682134",
"5749","2005","912202",
"5750","2015","0",
"5751","1973","82560744",
"5752","1985","99",
"5753","1990","51637",
"5754","1992","43785186",
"5755","1991","596424",
"5756","1982","666464",
"5757","2025","47444",
"5758","1976","193",
"5759","1990","836464",
"5760","2023","9595",
"5761","2002","5",
"5762","2011","69479786",
"5763","1983","318563261",
"5764","1981","257",
"5765","1994","63",
"5766","2023","1524158",
"5767","1986","8576146",
"5768","2000","10193833",
"5769","1997","5915974",
"5770","1992","286",
"5771","2005","658026",
"5772","1970","815",
"5773","1992","774309",
"5774","1979","7494",
"5775","1993","4449844",
"5776","1982","789855",
"5777","2019","14116",
"5778","1991","409968",
"5779","1970","299793",
"5780","2021","634",
"5781","2011","6253189",
"5782","2022","538862",
"5783","1984","99",
"5784","1984","859047668",
"5785","2020","280597",
"5786","1997","6",
"5787","1983","478051641",
"5788","2020","7590784",
"5789","2009","98",
"5790","1981","770229",
"5791","2003","891287",
"5792","1991","7097038",
"5793","2012","9202",
"5794","2004","7175",
"5795","1990","146411",
"5796","1993","34",
"5797","1977","6837616",
"5798","1993","0",
"5799","2005","11654319",
"5800","2008","141992",
"5801","2005","1002",
"5802","1976","19853262",
"5803","1976","0",
"5804","1990","534",
"5805","1971","5611",
"5806","1992","0",
"5807","1970","6",
"5808","2013","277422871",
"5809","2025","2288",
"5810","2021","146",
"5811","1977","5249209",
"5812","1989","8",
"5813","2016","9557482",
"5814","1980","21",
"5815","2016","602",
"5816","2010","278881416",
"5817","1977","98090358",
"5818","2025","563",
"5819","1973","1300034",
"5820","1983","191281315",
"5821","2010","149486296",
"5822","2010","58",
"5823","2008","53",
"5824","2009","0",
"5825","2002","948586414",
"5826","1987","700627487",
"5827","2015","7065742",
"5828","1998","566",
"5829","1999","663098604",
"5830","1984","3793",
"5831","1992","93",
"5832","2025","0",
"5833","1976","469029283",
"5834","1989","307",
"5835","2002","703883789",
"5836","2005","36378714",
"5837","2019","54",
"5838","2015","190627150",
"5839","1973","328",
"5840","1994","653452208",
"5841","2004","18460276",
"5842","2022","24",
"5843","2016","61",
"5844","1979","595",
"5845","2010","4727801",
"5846","1986","8",
"5847","1977","34565928",
"5848","1989","862651",
"5849","2001","220452",
"5850","1987","2608366",
"5851","2011","129",
"5852","2021","80474",
"5853","2015","7618",
"5854","1986","4",
"5855","2003","242835329",
"5856","2013","522012",
"5857","1982","868692340",
"5858","1977","46249077",
"5859","2013","72",
"5860","1990","0",
"5861","1981","307665",
"5862","1993","9",
"5863","2014","8740234",
"5864","1996","8749516",
"5865","2022","544",
"5866","1975","56",
"5867","1987","51351760",
"5868","1975","7661",
"5869","2017","1",
"5870","1975","0",
"5871","1974","1034193",
"5872","2001","8442",
"5873","2009","0",
"5874","1976","145",
"5875","2007","4645",
"5876","1977","840330959",
"5877","1987","5462444",
"5878","2014","9747472",
"5879","2019","3",
"5880","2014","8889",
"5881","1982","974",
"5882","2007","86175",
"5883","1977","61627278",
"5884","1991","7",
"5885","2009","294548087",
"5886","2008","537395958",
"5887","1999","8",
"5888","2013","8",
"5889","2020","629085768",
"5890","1992","456895",
"5891","1975","44",
"5892","2014","18",
"5893","1984","0",
"5894","1985","27",
"5895","2009","21433",
"5896","1984","0",
"5897","1980","79",
"5898","2018","13943603",
"5899","2023","915251870",
"5900","2011","0",
"5901","2012","0",
"5902","1985","84452",
"5903","1992","85898864",
"5904","2020","55",
"5905","1996","884189094",
"5906","1975","9163",
"5907","1975","711257",
"5908","2007","5",
"5909","2000","267532",
"5910","1983","99308206",
"5911","1989","0",
"5912","2001","767598860",
"5913","2019","927",
"5914","2003","23653",
"5915","1972","96",
"5916","1983","4005",
"5917","1986","91463992",
"5918","1982","615878833",
"5919","2018","0",
"5920","1982","3281",
"5921","1978","759",
"5922","1992","640",
"5923","2024","72706249",
"5924","1997","76897540",
"5925","2010","312351620",
"5926","2017","2",
"5927","2001","9",
"5928","1976","4835",
"5929","1989","59244991",
"5930","1987","10269300",
"5931","1977","597437",
"5932","1981","6451736",
"5933","2010","35850410",
"5934","1980","65",
"5935","1985","911",
"5936","1991","419080",
"5937","2006","2789899",
"5938","2013","0",
"5939","2006","87033",
"5940","2018","8216241",
"5941","1999","66",
"5942","1987","36418",
"5943","1971","5491872",
"5944","1992","22523312",
"5945","1993","6442",
"5946","1983","61608",
"5947","1984","729563894",
"5948","2025","781397315",
"5949","2012","26088",
"5950","1989","0",
"5951","1993","0",
"5952","1971","77369822",
"5953","2017","6880",
"5954","2021","425920506",
"5955","2010","764176",
"5956","2002","60273778",
"5957","1981","26509",
"5958","2016","67",
"5959","1985","4",
"5960","1980","0",
"5961","2024","3396492",
"5962","1985","111188043",
"5963","2013","0",
"5964","1970","378",
"5965","1997","72948",
"5966","1987","697",
"5967","2010","0",
"5968","1972","46698",
"5969","2007","380",
"5970","1999","434384451",
"5971","1988","0",
"5972","1997","2493947",
"5973","2009","46134",
"5974","1976","8",
"5975","1981","254060809",
"5976","1981","3541",
"5977","2000","229",
"5978","2012","709774283",
"5979","1988","70834801",
"5980","1998","54470",
"5981","2018","67",
"5982","2014","7137191",
"5983","1973","70",
"5984","1989","7752",
"5985","1993","33",
"5986","2025","604704",
"5987","1986","109748875",
"5988","1986","61960",
"5989","2007","0",
"5990","1982","0",
"5991","2002","66700228",
"5992","2006","571547",
"5993","1982","8",
"5994","1972","489204830",
"5995","2001","0",
"5996","1978","663634",
"5997","1991","58",
"5998","2018","16",
"5999","2024","19584498",
"6000","1998","83962793",
"6001","2000","89069",
"6002","1982","19",
"6003","1989","779132620",
"6004","1975","2285",
"6005","1999","15438677",
"6006","1985","982157849",
"6007","1990","94415558",
"6008","2001","4450797",
"6009","2000","0",
"6010","2009","46594",
"6011","1990","5",
"6012","2013","49",
"6013","1971","3596239",
"6014","1982","63709",
"6015","2024","754",
"6016","1970","178763",
"6017","1980","80",
"6018","1982","819903",
"6019","2001","18",
"6020","2005","456387622",
"6021","2019","554",
"6022","1975","10738",
"6023","2017","286312400",
"6024","1994","765",
"6025","2003","1514098",
"6026","2023","32488541",
"6027","1973","71118314",
"6028","2024","43",
"6029","1999","2",
"6030","1987","637",
"6031","1975","3",
"6032","2023","45240285",
"6033","2025","3101",
"6034","1991","42519336",
"6035","2012","5",
"6036","2006","2",
"6037","1994","10135491",
"6038","1986","8464998",
"6039","2005","395",
"6040","1999","0",
"6041","2024","772463051",
"6042","1992","0",
"6043","1977","0",
"6044","1981","38196691",
"6045","2024","4665919",
"6046","2020","6288321",
"6047","2007","808465",
"6048","2019","80508601",
"6049","2000","84962",
"6050","2017","646020",
"6051","1980","25152",
"6052","1973","805",
"6053","2020","6418429",
"6054","1970","575731",
"6055","1996","185765",
"6056","1977","628",
"6057","2007","632336259",
"6058","2012","992",
"6059","2008","61720",
"6060","1982","712",
"6061","2005","79",
"6062","1979","403892118",
"6063","2019","68608",
"6064","1985","446625987",
"6065","2005","89",
"6066","2024","129199",
"6067","2010","894",
"6068","1973","0",
"6069","1971","852446602",
"6070","2016","0",
"6071","1985","2",
"6072","1981","40235",
"6073","2016","408846",
"6074","2018","86495791",
"6075","1970","641261",
"6076","2021","677",
"6077","2019","547075",
"6078","2006","68990588",
"6079","1982","469557",
"6080","1979","91117",
"6081","1984","83413953",
"6082","2020","366445",
"6083","1998","0",
"6084","1991","984110",
"6085","1983","834791606",
"6086","1983","34489",
"6087","2019","3772756",
"6088","2005","0",
"6089","1999","178452838",
"6090","1974","645359",
"6091","2006","417784",
"6092","1993","70891571",
"6093","1998","0",
"6094","1986","619",
"6095","1997","63563726",
"6096","2010","0",
"6097","2004","637327",
"6098","2002","72207993",
"6099","2018","5064",
"6100","1980","0",
"6101","2012","35626",
"6102","1994","0",
"6103","1994","140993141",
"6104","1982","570545551",
"6105","2007","7272",
"6106","2008","62161",
"6107","1991","37",
"6108","2023","42375609",
"6109","1984","9",
"6110","1975","547206606",
"6111","1972","9311",
"6112","1975","3",
"6113","1979","5432",
"6114","2002","3049",
"6115","1970","52666",
"6116","1996","99606774",
"6117","2010","7016",
"6118","2002","1",
"6119","1972","47269167",
"6120","2008","4",
"6121","2024","3773",
"6122","1974","795",
"6123","2023","50292061",
"6124","1974","41233214",
"6125","2006","442717363",
"6126","1995","68544",
"6127","2016","26817",
"6128","1977","9532",
"6129","2000","184",
"6130","2004","94673",
"6131","1984","75263107",
"6132","1987","8",
"6133","2021","6047322",
"6134","2009","92541",
"6135","2009","0",
"6136","1981","2135084",
"6137","1999","62",
"6138","1970","0",
"6139","2014","252",
"6140","2018","832072",
"6141","2015","443058",
"6142","1984","5",
"6143","2003","740195",
"6144","2004","6074",
"6145","1991","26",
"6146","1976","2852",
"6147","2021","30035427",
"6148","1971","91448",
"6149","1977","94",
"6150","1982","4222",
"6151","2009","33687",
"6152","2024","344",
"6153","1988","330401766",
"6154","1985","64",
"6155","2023","50",
"6156","1979","761",
"6157","1979","55546579",
"6158","1984","853110214",
"6159","2004","4083076",
"6160","1970","0",
"6161","2007","628815973",
"6162","1979","80091",
"6163","1979","88",
"6164","1977","167004",
"6165","1996","2288416",
"6166","1983","0",
"6167","1998","5",
"6168","1977","0",
"6169","2017","10222",
"6170","2022","47",
"6171","1987","7",
"6172","1982","562950673",
"6173","1996","3",
"6174","2017","341085375",
"6175","1975","0",
"6176","1983","122",
"6177","1983","2",
"6178","1999","3169",
"6179","2007","6642379",
"6180","2025","68",
"6181","1984","52120",
"6182","2023","840677",
"6183","2014","62289002",
"6184","2015","782297",
"6185","2002","588",
"6186","2005","1004",
"6187","2009","4210",
"6188","1985","321886051",
"6189","1990","614569",
"6190","2025","96",
"6191","1989","27627731",
"6192","1979","716446490",
"6193","2008","8",
"6194","1970","5337500",
"6195","2017","485542",
"6196","1976","425",
"6197","1989","51",
"6198","1979","35",
"6199","2020","0",
"6200","2011","5",
"6201","1988","9326",
"6202","1991","46",
"6203","2022","0",
"6204","2006","379",
"6205","2023","0",
"6206","1989","905160",
"6207","2018","70391",
"6208","2002","32293357",
"6209","2014","707788",
"6210","1977","35064680",
"6211","2001","8",
"6212","2019","0",
"6213","2005","2646",
"6214","1971","836",
"6215","1984","858",
"6216","1975","4",
"6217","2025","3",
"6218","1978","0",
"6219","1985","554",
"6220","1987","23376",
"6221","2000","662",
"6222","1990","21",
"6223","2004","76",
"6224","1987","4437",
"6225","1978","84710507",
"6226","1997","30375400",
"6227","1979","37",
"6228","1999","45",
"6229","1998","928859086",
"6230","1991","147",
"6231","2023","9",
"6232","1983","2",
"6233","1979","0",
"6234","1981","97887481",
"6235","1982","1117916",
"6236","1992","57612761",
"6237","1972","0",
"6238","2023","18",
"6239","2008","34813",
"6240","2022","1",
"6241","2018","790",
"6242","1978","8489696",
"6243","2008","885594735",
"6244","1994","29089072",
"6245","2009","59273533",
"6246","1992","1535003",
"6247","2005","86313483",
"6248","2005","2",
"6249","1977","9",
"6250","1990","6",
"6251","2007","80963",
"6252","1986","1193",
"6253","2023","0",
"6254","2018","98381053",
"6255","1985","886219651",
"6256","1977","2073",
"6257","1988","0",
"6258","2019","0",
"6259","1976","197173094",
"6260","1995","4",
"6261","2013","27",
"6262","1993","80020",
"6263","1975","0",
"6264","2015","49244",
"6265","2017","634239004",
"6266","1978","854759",
"6267","1970","44623",
"6268","2025","48099996",
"6269","2015","750263718",
"6270","2005","965360",
"6271","2014","6580",
"6272","1989","0",
"6273","2020","98371",
"6274","2016","33347",
"6275","1980","76829432",
"6276","2000","320",
"6277","1975","65813",
"6278","1999","594854402",
"6279","1992","25449991",
"6280","2023","3237",
"6281","2011","0",
"6282","2018","0",
"6283","1970","44702",
"6284","2001","7585216",
"6285","2018","67326493",
"6286","2005","0",
"6287","2010","778",
"6288","2013","950133",
"6289","2023","4",
"6290","1988","6712",
"6291","1999","6",
"6292","1988","5506898",
"6293","1972","889399212",
"6294","1974","0",
"6295","2000","5",
"6296","1997","89",
"6297","2023","95",
"6298","1997","874500",
"6299","1975","0",
"6300","1983","7",
"6301","2010","6682835",
"6302","2009","15",
"6303","1989","858084051",
"6304","1984","55658",
"6305","2004","960034",
"6306","2022","1",
"6307","2008","15",
"6308","2022","9264919",
"6309","2025","0",
"6310","2001","725",
"6311","1980","7059",
"6312","1994","9470",
"6313","2008","5",
"6314","1996","13",
"6315","2022","944",
"6316","2010","69",
"6317","1979","106234529",
"6318","1980","3",
"6319","1981","43037456",
"6320","1983","8439",
"6321","2002","600259",
"6322","1980","831223",
"6323","1980","9665",
"6324","1998","68278",
"6325","2010","410",
"6326","2009","35333297",
"6327","2019","0",
"6328","1972","554300",
"6329","1993","7",
"6330","2019","3456",
"6331","2019","59185915",
"6332","1977","698",
"6333","1973","849313",
"6334","2025","5078700",
"6335","2011","578",
"6336","2021","7",
