"Campus","Discipline","Year","Undergraduate","Graduate",
"5522","16","2025","2","5",
"5523","215568951","1972","1","6",
"5524","0","1994","7","8",
"5525","494436","2022","4","8",
"5526","0","1970","7","3",
"5527","2390853","1979","3","2",
"5528","416397","1982","8","8",
"5529","0","2008","3","5",
"5530","244","1984","3","6",
"5531","22","1972","6","9",
"5532","6","1978","5","3",
"5533","64143807","2014","3","9",
"5534","85","1989","1","4",
"5535","0","2024","8","3",
"5536","0","1984","2","3",
"5537","137547","1980","6","2",
"5538","19766","1988","3","5",
"5539","93432","1989","4","3",
"5540","95","2007","5","5",
"5541","436349882","2004","7","9",
"5542","2996","1989","6","4",
"5543","2","2011","8","7",
"5544","66","2002","6","5",
"5545","2","1973","8","8",
"5546","9746","2012","9","3",
"5547","44","1985","7","5",
"5548","8075285","1998","2","3",
"5549","43","2002","6","2",
"5550","1411772","2012","9","7",
"5551","134435","1984","2","6",
"5552","8","2001","2","5",
"5553","9","1994","1","4",
"5554","688166","2016","9","7",
"5555","92","1993","7","3",
"5556","16966","2017","4","6",
"5557","6665680","2005","5","5",
"5558","84205392","2006","8","3",
"5559","8661154","2021","2","5",
"5560","5073","2000","3","5",
"5561","79769","1987","2","3",
"5562","4439","2006","5","9",
"5563","617","1975","8","2",
"5564","286","1990","8","9",
"5565","3","2022","9","2",
"5566","3367658","1983","9","2",
"5567","892048","1994","9","5",
"5568","98357076","2007","1","2",
"5569","42510","1989","2","5",
"5570","75","2005","6","5",
"5571","0","2002","7","7",
"5572","0","2011","3","2",
"5573","2","1991","2","3",
"5574","629661","1996","4","6",
"5575","9","2000","1","7",
"5576","263","2008","1","6",
"5577","489","1989","9","5",
"5578","944748","2004","7","2",
"5579","9839630","1982","8","6",
"5580","49607445","2024","2","4",
"5581","0","2004","3","9",
"5582","2429","2025","9","2",
"5583","0","1982","8","5",
"5584","0","2004","8","7",
"5585","991047066","2007","5","1",
"5586","477021","2013","6","1",
"5587","559756746","1990","8","3",
"5588","78469160","2005","9","3",
"5589","54","1981","5","1",
"5590","103454","1993","5","3",
"5591","1","2024","8","5",
"5592","90027159","1989","6","2",
"5593","0","2001","3","6",
"5594","0","1997","5","6",
"5595","325492833","1977","6","7",
"5596","6091","2019","9","1",
"5597","57863924","2022","4","1",
"5598","73542","2015","8","9",
"5599","0","1973","7","5",
"5600","1268998","2022","2","5",
"5601","271740223","2017","8","5",
"5602","36","1974","7","9",
"5603","0","1976","3","8",
"5604","602073","1993","1","6",
"5605","222684754","1991","6","7",
"5606","265","1996","7","4",
"5607","354215087","2025","6","3",
"5608","343426","2016","2","2",
"5609","371","2012","4","1",
"5610","277248","2014","3","2",
"5611","0","2004","3","3",
"5612","108","1983","1","4",
"5613","4","2017","2","7",
"5614","93382915","1996","1","5",
"5615","9","1977","8","5",
"5616","1900060","1997","8","5",
"5617","61223638","1994","4","1",
"5618","8881009","1984","8","8",
"5619","9","1989","9","2",
"5620","9636","1982","6","9",
"5621","552","1990","9","6",
"5622","7900461","2009","1","1",
"5623","0","1974","5","9",
"5624","3","1997","6","1",
"5625","8876026","1987","4","6",
"5626","383699","2003","8","9",
"5627","896679","1985","7","6",
"5628","8371193","2005","2","9",
"5629","3456","2019","4","8",
"5630","0","1977","5","1",
"5631","60990","1992","2","1",
"5632","0","1985","6","1",
"5633","218527979","1979","4","3",
"5634","2158","1994","4","8",
"5635","5336","1999","2","3",
"5636","193881","1974","1","8",
"5637","0","1983","2","6",
"5638","5","1996","7","5",
"5639","6241","1976","3","1",
"5640","88","1997","9","7",
"5641","9054","1989","5","6",
"5642","84","1971","3","9",
"5643","3817550","1976","8","3",
"5644","93311","1970","3","6",
"5645","1631","1989","7","6",
"5646","352119","1993","3","1",
"5647","667027","1987","6","4",
"5648","62196754","2009","3","3",
"5649","572908","1981","6","1",
"5650","9558","2016","4","7",
"5651","53836443","2022","8","6",
"5652","7","2012","1","9",
"5653","80914055","1994","4","5",
"5654","0","2021","7","3",
"5655","7127276","1977","2","6",
"5656","5","2002","2","3",
"5657","0","2008","6","9",
"5658","64634499","2005","3","6",
"5659","336","2009","4","5",
"5660","682479","1983","9","3",
"5661","12317","2012","3","7",
"5662","85995","2001","8","1",
"5663","831021","2025","2","8",
"5664","9","2022","3","6",
"5665","383743947","1973","2","9",
"5666","1","1970","1","7",
"5667","503345","2006","8","1",
"5668","977234","2023","2","7",
"5669","4","2004","3","6",
"5670","489","2000","4","1",
"5671","27273","2014","1","3",
"5672","16368","2008","8","8",
"5673","55","1970","8","7",
"5674","0","2006","4","9",
"5675","87843","1989","2","5",
"5676","0","1982","2","6",
"5677","70","1983","1","8",
"5678","0","2012","4","9",
"5679","6393686","2003","3","2",
"5680","1116","2025","3","8",
"5681","8714376","1990","2","1",
"5682","5","2023","4","3",
"5683","0","2001","5","1",
"5684","991","1991","3","7",
"5685","5","2003","4","5",
"5686","1","1998","4","7",
"5687","506014","1979","5","4",
"5688","282","2017","6","8",
"5689","3454","1980","6","8",
"5690","5","2017","7","7",
"5691","198110","1970","8","2",
"5692","2931122","1978","2","7",
"5693","260887","2024","2","5",
"5694","178282","1981","8","9",
"5695","65","2020","3","5",
"5696","23","1995","5","2",
"5697","119997","2008","7","7",
"5698","905240988","1970","1","5",
"5699","2","1970","5","4",
"5700","129560","1980","4","9",
"5701","633","1979","1","3",
"5702","46998","2015","4","5",
"5703","23610641","2005","3","6",
"5704","270","1985","1","6",
"5705","8975","2017","6","7",
"5706","544235806","1993","6","2",
"5707","83140207","2005","9","8",
"5708","34795","2011","2","7",
"5709","434","2021","3","1",
"5710","0","2022","1","2",
"5711","70608981","2023","5","8",
"5712","54759","1970","2","2",
"5713","141","2020","9","7",
"5714","8515686","2012","4","9",
"5715","0","2019","3","7",
"5716","718257160","2025","2","1",
"5717","177","1974","6","4",
"5718","0","1999","8","4",
"5719","0","2006","1","8",
"5720","42748","1985","8","9",
"5721","0","2021","5","9",
"5722","85557820","1976","3","2",
"5723","2","1970","4","4",
"5724","1467759","1972","3","6",
"5725","5344660","1987","1","7",
"5726","375690971","2013","8","5",
"5727","4","2004","4","7",
"5728","2916612","1973","5","1",
"5729","6385","1980","9","2",
"5730","58800108","2005","2","6",
"5731","3183816","1983","1","8",
"5732","36","1972","5","3",
"5733","566","2016","2","9",
"5734","3407122","1996","2","3",
"5735","30","1981","5","7",
"5736","1","1974","3","2",
"5737","701382134","2002","5","5",
"5738","0","1998","7","1",
"5739","6554","1993","6","3",
"5740","9801","1976","3","6",
"5741","668","1976","4","4",
"5742","4","2015","6","5",
"5743","422897060","2014","8","9",
"5744","8182667","1992","7","3",
"5745","947","2023","9","9",
"5746","6969","1998","8","8",
"5747","38","1980","5","5",
"5748","671254","1998","7","9",
"5749","247005","2008","8","7",
"5750","8221","2015","4","8",
"5751","0","1976","3","1",
"5752","15303","1981","2","2",
"5753","115621","1989","3","9",
"5754","1001","1980","4","2",
"5755","4967824","1976","8","8",
"5756","784589167","1970","3","4",
"5757","34544488","2022","7","1",
"5758","5356515","2004","8","9",
"5759","5","1997","9","4",
"5760","9333460","1993","5","4",
"5761","95","1978","8","2",
"5762","9313","2019","2","6",
"5763","0","1983","6","4",
"5764","4482","1978","5","6",
"5765","131018185","1977","9","2",
"5766","94","1973","6","1",
"5767","2","2005","3","7",
"5768","569","1991","8","5",
"5769","7","1981","4","3",
"5770","3109","2015","8","7",
"5771","5","2006","1","4",
"5772","43792367","1999","3","9",
"5773","10615111","2020","8","3",
"5774","0","1973","3","9",
"5775","699","1994","2","6",
"5776","15","2023","3","4",
"5777","0","1975","7","5",
"5778","9751","1998","4","1",
"5779","14","2004","1","4",
"5780","0","2019","6","7",
"5781","89","2022","4","2",
"5782","73","1988","1","2",
"5783","0","2011","2","5",
"5784","40","2016","6","9",
"5785","2854307","1983","9","2",
"5786","8","2021","2","4",
"5787","515832385","2025","2","9",
"5788","0","1999","8","4",
"5789","788932","2009","6","8",
"5790","2638755","2009","6","8",
"5791","2","1982","9","8",
"5792","536","1982","8","7",
"5793","5128","1987","1","8",
"5794","28","2013","5","1",
"5795","61429110","2003","1","2",
"5796","26169367","2015","1","5",
"5797","40263","1980","3","5",
"5798","819807","1998","4","4",
"5799","11051964","2010","4","7",
"5800","22350831","1996","1","5",
"5801","646","1971","1","5",
"5802","2646335","1981","2","6",
"5803","6","1975","8","2",
"5804","7261270","2001","2","8",
"5805","28","1984","6","9",
"5806","79477075","1983","1","3",
"5807","73205245","2009","9","8",
"5808","815","2014","5","2",
"5809","79971465","1977","6","3",
"5810","31719599","1991","3","6",
"5811","67364424","1987","5","8",
"5812","218","1975","9","8",
"5813","0","2001","6","3",
"5814","6","2008","7","6",
"5815","3058","1971","9","5",
"5816","0","1977","4","6",
"5817","24867","1997","3","2",
"5818","0","1970","8","2",
"5819","435210","1987","6","8",
"5820","66094","1988","6","9",
"5821","3","1987","9","8",
"5822","625399894","2006","2","1",
"5823","65921534","1997","2","2",
"5824","801224580","2013","3","6",
"5825","1836435","1993","5","4",
"5826","43","2014","1","2",
"5827","353838","2016","6","3",
"5828","670","2002","5","8",
"5829","899","2023","8","9",
"5830","0","2024","1","7",
"5831","5","2016","6","5",
"5832","7420859","2004","5","6",
"5833","92594427","1972","3","3",
"5834","9","2010","2","5",
"5835","2803","1974","4","7",
"5836","614725290","2025","5","8",
"5837","688804","1977","1","1",
"5838","8041","1989","2","8",
"5839","7402","1997","1","4",
"5840","0","1996","5","4",
"5841","659260119","2013","8","6",
"5842","385","1971","9","4",
"5843","28069558","2022","9","1",
"5844","0","1975","6","8",
"5845","60205466","1980","1","6",
"5846","5605035","2010","4","9",
"5847","4092172","2012","3","1",
"5848","4147","2010","6","4",
"5849","4484199","1985","8","7",
"5850","7382","2023","6","4",
"5851","95731","2002","8","2",
"5852","933","2000","9","1",
"5853","8701338","1999","8","9",
"5854","684712414","1999","5","2",
"5855","637","2011","9","4",
"5856","2389328","2006","2","6",
"5857","0","1980","8","6",
"5858","363","2016","8","5",
"5859","194","1997","2","2",
"5860","37814797","2002","1","7",
"5861","6","1994","3","2",
"5862","5","2001","8","6",
"5863","410171","1989","8","5",
"5864","50","2010","3","6",
"5865","2903","2013","2","2",
"5866","537","1989","9","9",
"5867","152","2025","6","5",
"5868","848001","2008","4","2",
"5869","6871","1980","1","8",
"5870","0","1990","1","7",
"5871","9","2021","2","9",
"5872","24","2024","9","1",
"5873","4962","1991","2","9",
"5874","63230585","2009","1","7",
"5875","293516","2001","4","7",
"5876","877049","1974","9","3",
"5877","204856695","2011","4","2",
"5878","76642223","2001","4","6",
"5879","384","2019","5","8",
"5880","7135","1981","9","9",
"5881","93913689","1976","4","4",
"5882","586149","1981","1","9",
"5883","4421388","2013","3","7",
"5884","960414","2013","5","3",
"5885","34420","1981","7","8",
"5886","434","2006","1","3",
"5887","802334","1982","6","2",
"5888","0","1995","9","8",
"5889","483452","2025","1","4",
"5890","0","1974","4","7",
"5891","3","2003","5","5",
"5892","49","1971","2","6",
"5893","0","1990","1","5",
"5894","65187","2006","1","2",
"5895","1289","1979","9","6",
"5896","5","1996","2","3",
"5897","4","1999","8","2",
"5898","204","2005","3","4",
"5899","8646","1997","8","5",
"5900","6424","2021","5","2",
"5901","24526075","2021","9","2",
"5902","0","2003","9","2",
"5903","2","2021","3","9",
"5904","98366","1991","1","4",
"5905","93987861","2022","5","2",
"5906","431669","2011","1","7",
"5907","7","2022","8","4",
"5908","426351","1981","9","2",
"5909","6727606","2021","8","4",
"5910","8072020","2016","6","3",
"5911","65817332","2017","3","2",
"5912","66637","1997","5","8",
"5913","6","1986","4","4",
"5914","17","1976","1","8",
"5915","56212665","1992","9","4",
"5916","1","1998","1","9",
"5917","0","2024","2","3",
"5918","254266","2023","6","9",
"5919","5","1979","2","4",
"5920","16086432","2002","7","4",
"5921","0","2010","5","2",
"5922","223357","1997","3","5",
"5923","53621874","2008","3","5",
"5924","57028","1972","3","6",
"5925","3786105","2011","3","6",
"5926","75","2018","6","5",
"5927","389688533","2014","6","9",
"5928","58","1995","1","6",
"5929","9319","1971","1","1",
"5930","5","1990","2","3",
"5931","3708","2020","9","3",
"5932","5","1996","9","9",
"5933","3","1997","8","2",
"5934","1","1986","4","3",
"5935","4182","2008","2","1",
"5936","113584","2015","8","9",
"5937","6050","1989","8","7",
"5938","74915","2015","2","3",
"5939","4","2002","2","8",
"5940","74","1977","2","9",
"5941","523926771","1971","9","1",
"5942","75404","1989","3","1",
"5943","812458","2019","5","3",
"5944","0","1990","8","5",
"5945","50322","1981","5","5",
"5946","656185961","2001","8","9",
"5947","105497344","1970","8","3",
"5948","575696933","2014","1","3",
"5949","37532","1985","4","4",
"5950","0","2014","4","3",
"5951","720177","1999","9","2",
"5952","73","1999","6","6",
"5953","0","2015","5","7",
"5954","1","1990","3","6",
"5955","64962250","2010","3","6",
"5956","8993","2005","6","4",
"5957","359","1979","4","7",
"5958","84782696","1992","2","1",
"5959","2","1993","4","4",
"5960","3073","1991","5","1",
"5961","25","2017","6","3",
"5962","7","2006","4","2",
"5963","2894321","1987","5","1",
"5964","810310","1985","6","8",
"5965","2","2009","9","7",
"5966","17555611","2016","1","1",
"5967","8901877","2003","4","9",
"5968","4933","1972","5","7",
"5969","915864","2009","1","4",
"5970","0","2024","6","9",
"5971","84197","2013","1","6",
"5972","0","2005","7","1",
"5973","854508073","2024","2","9",
"5974","71159","2008","7","4",
"5975","788470146","2009","8","6",
"5976","42105","2025","4","3",
"5977","13292784","1993","5","5",
"5978","9756142","1974","4","8",
"5979","45447","1989","3","5",
"5980","6","2010","4","4",
"5981","5","1977","7","1",
"5982","73014766","2014","4","2",
"5983","9","1970","2","1",
"5984","0","1993","1","5",
"5985","7533469","2007","6","3",
"5986","358080","1982","3","6",
"5987","79","1986","9","9",
"5988","6696869","2008","9","8",
"5989","0","1977","3","3",
"5990","5","1977","3","9",
"5991","65010218","2017","5","2",
"5992","357","2005","5","4",
"5993","66","2020","6","4",
"5994","5533","1986","3","6",
"5995","866","2003","2","1",
"5996","44270456","1976","9","5",
"5997","0","1992","1","7",
"5998","99667772","1975","6","1",
"5999","61919095","1999","8","9",
"6000","91134070","1985","7","2",
"6001","459429","1999","7","3",
"6002","454499149","1972","4","7",
"6003","927","1977","5","5",
"6004","894297421","2012","8","2",
"6005","1391","2008","8","7",
"6006","710246179","1982","7","9",
"6007","61","2006","4","9",
"6008","3170204","1985","3","8",
"6009","109","2001","4","7",
"6010","8","1975","2","7",
"6011","60041893","1993","4","9",
"6012","91860","2017","5","1",
"6013","749629315","1992","7","5",
"6014","413","1980","9","7",
"6015","4138","2008","4","9",
"6016","727263212","2004","2","4",
"6017","55","1986","2","6",
"6018","0","1980","2","5",
"6019","50693790","2010","1","8",
"6020","643384","1992","4","8",
"6021","0","1985","5","8",
"6022","542","1971","9","4",
"6023","262649852","2013","3","6",
"6024","8894285","2016","7","4",
"6025","55","1985","7","6",
"6026","17475057","2004","6","4",
"6027","2076","2011","1","8",
"6028","663","1989","1","4",
"6029","0","2011","1","1",
"6030","93832","1994","4","8",
"6031","860149799","1995","6","4",
"6032","7","2013","5","4",
"6033","9967363","2010","1","1",
"6034","3","2006","1","2",
"6035","99129850","2015","1","1",
"6036","912818","1973","2","4",
"6037","1929","2005","9","3",
"6038","548","2006","8","9",
"6039","234438","1972","9","5",
"6040","5984","1992","3","6",
"6041","40335","1983","1","2",
"6042","70","1974","7","1",
"6043","18993","1972","3","5",
"6044","107156","2010","2","2",
"6045","0","2024","4","3",
"6046","15","1992","9","4",
"6047","213617","2004","5","9",
"6048","23690792","2001","9","1",
"6049","70782","2022","5","2",
"6050","64574281","2012","6","9",
"6051","331874208","2014","1","2",
"6052","672083","1994","7","1",
"6053","5","1975","4","9",
"6054","0","1984","8","7",
"6055","9688","2013","7","6",
"6056","81733","2005","6","7",
"6057","1117946","2016","2","9",
"6058","4152","1988","8","9",
"6059","350","1984","5","4",
"6060","25656","2004","3","8",
"6061","6","1976","9","3",
"6062","67815457","2003","8","7",
"6063","27433804","2015","9","4",
"6064","65352","2015","9","3",
"6065","725337146","2024","7","1",
"6066","475652990","1998","7","3",
"6067","9024076","1998","7","1",
"6068","15","1999","6","1",
"6069","980169985","1994","5","4",
"6070","7107","1972","1","7",
"6071","701","2008","3","9",
"6072","0","1996","2","5",
"6073","76488054","1997","5","1",
"6074","2464","2008","7","7",
"6075","2483802","2011","2","3",
"6076","831","2007","4","1",
"6077","9363998","1990","3","5",
"6078","0","1987","2","5",
"6079","8064621","1972","7","8",
"6080","0","2019","7","4",
"6081","360","1993","3","2",
"6082","759","1988","1","8",
"6083","7","2010","5","9",
"6084","0","1987","4","6",
"6085","859383108","2014","2","5",
"6086","0","1980","8","7",
"6087","48362343","2004","5","6",
"6088","320376605","2006","9","2",
"6089","680853165","1970","8","4",
"6090","10385297","2025","3","6",
"6091","0","2021","2","7",
"6092","262077","2001","3","8",
"6093","701487334","1976","1","5",
"6094","47804325","1986","9","3",
"6095","0","2012","4","5",
"6096","32482","2024","5","5",
"6097","0","1984","3","4",
"6098","7432258","1980","7","2",
"6099","0","2018","7","1",
"6100","7300","1975","9","5",
"6101","45611","1986","9","5",
"6102","681778","2015","8","4",
"6103","521687985","1993","2","5",
"6104","7684","1979","1","4",
"6105","0","2014","7","3",
"6106","736898580","1977","4","8",
"6107","867196","1978","4","8",
"6108","139897650","1972","7","5",
"6109","36775795","1971","6","2",
"6110","4855","2007","7","8",
"6111","564665","2009","1","9",
"6112","8019787","1985","8","5",
"6113","0","2008","1","2",
"6114","2381032","1983","4","5",
"6115","1197050","1988","6","8",
"6116","7","1987","8","9",
"6117","342198","1989","8","6",
"6118","618372530","1994","8","4",
"6119","9777432","1999","4","4",
"6120","37037","1986","8","1",
"6121","0","1979","3","7",
"6122","993773","1992","8","8",
"6123","0","1985","1","2",
"6124","234","1976","1","7",
"6125","7","1994","3","1",
"6126","971218","2024","6","5",
"6127","8557","2021","6","1",
"6128","69245","2004","2","2",
"6129","2818597","2019","5","3",
"6130","670768897","2010","9","8",
"6131","245987025","2005","4","2",
"6132","3312064","2012","2","5",
"6133","6","2015","9","9",
"6134","801483833","1971","5","1",
"6135","26255378","1987","4","5",
"6136","8","1997","7","2",
"6137","67","2018","5","2",
"6138","713","2023","4","5",
"6139","608047204","1993","5","1",
"6140","614","1992","8","7",
"6141","663","2000","4","7",
"6142","732746","1992","5","6",
"6143","214371","1991","6","1",
"6144","21591","1975","6","9",
"6145","50632","2015","7","3",
"6146","7428356","2008","9","9",
"6147","454652309","2010","1","9",
"6148","491","1993","7","5",
"6149","0","2008","7","8",
"6150","1492","1997","5","7",
"6151","32098276","2004","8","1",
"6152","38025","2000","6","4",
"6153","878","1998","3","4",
"6154","4789","2015","1","3",
"6155","984174","1984","1","3",
"6156","46491","2008","4","4",
"6157","46534006","1985","1","4",
"6158","3863485","2004","1","3",
"6159","0","2010","1","6",
"6160","32056","2014","6","2",
"6161","39010112","2011","5","6",
"6162","237418459","1990","2","9",
"6163","927915","2000","1","2",
"6164","595","2023","9","7",
"6165","58180","1991","8","5",
"6166","0","2004","5","6",
"6167","1905939","2018","3","2",
"6168","8086485","1974","1","3",
"6169","283403578","2017","9","3",
"6170","7376274","2003","3","7",
"6171","8637011","1986","8","5",
"6172","852830","2004","9","5",
"6173","730","2020","4","4",
"6174","0","1979","8","3",
"6175","123473184","2006","3","4",
"6176","6","1985","7","3",
"6177","0","1973","8","3",
"6178","9633874","1986","3","7",
"6179","749","1990","9","1",
"6180","454482","2003","7","8",
"6181","10","1977","1","8",
"6182","905","2023","2","8",
"6183","848298","2010","1","7",
"6184","23710","2015","5","3",
"6185","0","2011","4","8",
"6186","5","1990","6","7",
"6187","27935","2015","9","3",
"6188","4881865","1985","6","8",
"6189","99668970","1981","3","9",
"6190","2288","2022","6","8",
"6191","85524797","1998","8","9",
"6192","1","1976","4","7",
"6193","5767","1984","5","7",
"6194","902795","2024","9","7",
"6195","602911696","2019","8","6",
"6196","8460","1992","6","8",
"6197","430","2007","9","8",
"6198","82","2004","3","7",
"6199","896","1980","3","4",
"6200","83883","1978","1","6",
"6201","0","1990","3","5",
"6202","124","1981","9","1",
"6203","7277","1998","9","2",
"6204","44","2002","5","3",
"6205","708120","1990","1","2",
"6206","7","1989","3","1",
"6207","930102","2011","8","5",
"6208","756689222","1987","8","7",
"6209","188","2006","4","6",
"6210","726065853","1973","8","5",
"6211","9877","1989","5","8",
"6212","274073","2017","9","4",
"6213","931820403","2003","1","9",
"6214","0","1985","6","7",
"6215","7465","2005","5","2",
"6216","88","2015","8","8",
"6217","30999613","1984","2","2",
"6218","8126","1985","4","1",
"6219","348745","1970","1","5",
"6220","8867595","2001","2","6",
"6221","91328","2001","1","1",
"6222","90","2022","9","4",
"6223","0","1993","7","8",
"6224","841459","1989","5","8",
"6225","45","2005","3","2",
"6226","7","1988","1","3",
"6227","91997327","2000","2","2",
"6228","5","2016","9","7",
"6229","37424","1971","5","4",
"6230","145","1980","9","2",
"6231","26037","2004","6","2",
"6232","62077","1982","6","8",
"6233","2969","2008","3","6",
"6234","87475874","2011","2","7",
"6235","20","1994","3","4",
"6236","791","2020","6","1",
"6237","0","2014","1","1",
"6238","73687","1986","2","8",
"6239","88100818","2018","5","2",
"6240","293","1996","2","2",
"6241","0","2007","4","5",
"6242","7","1998","9","5",
"6243","52","2008","6","7",
"6244","8","1998","7","4",
"6245","439","2010","3","3",
"6246","0","1985","3","6",
"6247","0","2003","4","9",
"6248","0","1991","7","7",
"6249","8","1983","4","6",
"6250","412013","2012","6","9",
"6251","96756","1987","6","4",
"6252","366","2006","9","1",
"6253","977717","1972","3","9",
"6254","98","2007","2","3",
"6255","44959171","1989","2","5",
"6256","9","1996","1","8",
"6257","870765","1992","5","3",
"6258","5068","1976","1","5",
"6259","239","2004","6","2",
"6260","6962689","1997","2","7",
"6261","3183","1983","4","1",
"6262","59506868","1977","7","9",
"6263","54608","1986","4","9",
"6264","1305141","1989","5","3",
"6265","1459","1993","9","2",
"6266","5115810","1974","1","5",
"6267","2639","1988","3","2",
"6268","280","2013","1","6",
"6269","757846572","2016","5","9",
"6270","217486","1973","6","5",
"6271","111798282","2023","9","2",
"6272","641670","1992","7","1",
"6273","0","2008","6","4",
"6274","99643","1982","7","7",
"6275","911113","1996","4","8",
"6276","22864","2021","6","6",
"6277","98","1989","9","9",
"6278","7","2024","1","2",
"6279","3559673","1983","9","2",
"6280","5","2002","7","6",
"6281","663","1996","3","4",
"6282","64","1998","8","5",
"6283","31719","2002","9","7",
"6284","2015420","2022","7","8",
"6285","280605","2000","2","5",
"6286","9474","1996","2","7",
"6287","63","1972","7","3",
"6288","66","1997","2","5",
"6289","9325249","2000","7","8",
"6290","0","2008","1","4",
"6291","297743019","1975","4","8",
"6292","5503","1978","3","5",
"6293","0","1989","2","2",
"6294","34696","1984","5","2",
"6295","965379421","1970","3","7",
"6296","660","1997","7","8",
"6297","527202","2002","8","8",
"6298","978","2012","7","2",
"6299","141275034","2014","9","3",
"6300","745957","2018","3","9",
"6301","655834","1986","1","8",
"6302","2295204","1990","6","2",
"6303","36","1981","1","8",
"6304","81149584","1982","9","3",
"6305","20204","2017","2","6",
"6306","53","1971","4","1",
"6307","1086196","2020","7","5",
"6308","255397","1984","8","3",
"6309","6686671","2011","7","9",
"6310","9574","2024","9","5",
"6311","12095931","1976","1","5",
"6312","5457","2011","2","8",
"6313","0","1984","9","7",
"6314","99688595","2002","1","9",
"6315","1","2007","8","3",
"6316","5159387","2001","7","8",
"6317","5875","1983","9","1",
"6318","0","2013","8","6",
"6319","16","1999","6","3",
"6320","58","1994","6","6",
"6321","56599216","1970","9","3",
"6322","61780","1981","4","4",
"6323","4840","2010","3","3",
"6324","3731941","1988","4","4",
"6325","18395266","1990","6","1",
"6326","887782","2002","6","5",
"6327","841215","1987","4","8",
"6328","85703832","1980","9","5",
"6329","7811","2019","6","7",
"6330","5601","1998","3","5",
"6331","72611","1991","8","4",
"6332","4350","2023","4","2",
"6333","9250203","2000","3","3",
"6334","32498237","2022","9","2",
"6335","0","2008","9","4",
"6336","71571","1978","8","6",
"6337","87980","1991","3","2",
"6338","850","1978","7","4",
"6339","3534311","2002","1","6",
"6340","7","2012","7","4",
"6341","881243707","2002","5","4",
"6342","0","1989","3","4",
"6343","58378687","2005","7","3",
"6344","5","2009","2","7",
"6345","591764","2015","5","4",
"6346","823","1983","8","6",
"6347","684565","2003","8","5",
"6348","881","1985","4","3",
"6349","19","2008","7","2",
"6350","772468","1990","8","4",
"6351","3787","2005","3","9",
"6352","508563661","1976","8","4",
"6353","0","1989","9","6",
"6354","7910","2012","7","4",
"6355","730553","2019","7","7",
"6356","10802","2020","7","6",
"6357","707220","1992","7","3",
"6358","31051","1981","4","3",
"6359","844","1977","3","2",
"6360","771","1989","3","9",
"6361","794230557","1992","3","5",
"6362","89641","1993","3","1",
"6363","462198","1986","8","7",
"6364","275489","1980","9","3",
"6365","620","2015","1","1",
"6366","7240170","2018","3","4",
"6367","14902781","1994","5","2",
"6368","3287523","2020","1","1",
"6369","68","1991","6","6",
"6370","0","2020","4","6",
"6371","414802","2005","3","3",
"6372","83785","2002","4","9",
"6373","59154612","2015","8","5",
"6374","3102255","1970","1","4",
"6375","25648","2018","6","9",
"6376","1173","1995","9","2",
"6377","1904870","1984","1","6",
"6378","126","2008","1","8",
"6379","71","1991","5","1",
"6380","7423","1977","9","6",
"6381","63554","2017","3","3",
"6382","5702","2016","8","1",
"6383","0","1986","2","2",
"6384","0","1978","4","9",
"6385","69","2008","7","7",
"6386","48","2005","3","6",
"6387","19","1979","9","4",
"6388","45459884","2005","5","6",
"6389","254","1971","2","8",
"6390","55831563","1989","9","3",
"6391","57996144","2007","5","6",
"6392","50935108","2024","3","8",
"6393","87","1999","7","6",
"6394","6980804","2008","6","1",
"6395","358","2002","1","5",
"6396","835","1978","6","5",
"6397","2","1999","1","5",
"6398","2","2019","4","1",
"6399","635","2014","6","1",
"6400","20715","1978","8","1",
"6401","587850","2005","8","7",
"6402","79851","2007","1","4",
"6403","3756","2009","9","1",
"6404","46","1986","6","6",
"6405","6","1984","3","8",
"6406","0","1990","7","9",
"6407","5831814","2000","7","1",
"6408","534448","1981","3","3",
"6409","707255","1990","6","1",
"6410","0","1991","2","3",
"6411","7565","1985","3","9",
"6412","0","2025","2","4",
"6413","69","1970","6","3",
"6414","942067","2023","2","6",
"6415","8906","2018","1","8",
"6416","172635","2016","6","5",
"6417","33","1975","5","3",
"6418","0","1995","1","8",
"6419","9317670","1973","5","7",
"6420","3124","1990","5","2",
"6421","3306","1999","2","6",
"6422","0","2007","6","5",
"6423","58","2022","5","5",
"6424","719982909","2002","9","9",
"6425","35809","1975","4","2",
"6426","178403","2023","8","6",
"6427","4","1994","4","6",
"6428","33","2025","4","3",
"6429","1668322","2000","5","1",
"6430","5227265","2014","7","7",
"6431","8","2010","7","7",
"6432","7019417","2023","6","1",
"6433","89772","1988","3","8",
"6434","35958","2001","2","9",
"6435","9","2003","1","9",
"6436","610169618","1984","8","2",
"6437","521","2019","1","4",
"6438","0","1987","3","8",
"6439","0","1989","2","2",
"6440","2994085","2023","4","8",
"6441","61763","1998","5","2",
"6442","38","2021","8","8",
"6443","37459","2019","1","8",
"6444","9314","1993","9","2",
"6445","33","2023","6","1",
"6446","0","1979","8","6",
"6447","652037557","2021","8","8",
"6448","88","2019","3","7",
"6449","205","1975","7","1",
"6450","86","2009","7","1",
"6451","41734","2023","8","4",
"6452","23273812","1989","1","8",
"6453","40527","2007","3","1",
"6454","67933053","1974","2","4",
"6455","810671845","1986","9","9",
"6456","88","1986","9","6",
"6457","2","1990","1","3",
"6458","1596595","2006","3","6",
"6459","6690","2004","7","2",
"6460","2","2020","9","5",
